offer_id,title,address,Cena,Powierzchnia,Forma_własności,Liczba_pokoi,Stan_wykończenia,Piętro,Balkon_ogród_taras,Czynsz,Miejsce_parkingowe,Obsługa_zdalna,Ogrzewanie,Rynek,Typ_ogłoszeniodawcy,Dostępne_od,Rok_budowy,Rodzaj_zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje_dodatkowe,Materiał_budynku,district
ID4emaK,"Mieszkanie 2pok, 37m2, Ochota ul. Jasielska","Warszawa, Ochota",550000.0,37.1,,2,,6/10,,475 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1960,blok,plastikowe,tak,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia",,OCHOTA
ID4f5y5,Sprzedam mieszkanie 33m-W-wa-Śródm-Konopczyńskiego,"Warszawa, Śródmieście, Śródmieście Północne, ul. Emiliana Konopczyńskiego",630000.0,33.44,pełna własność,1,do zamieszkania,5/5,,370 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1938,kamienica,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka, pralka",piwnica,cegła,ŚRÓDMIEŚCIE
ID4glTS,Nowość!Wykonczone Pod Klucz Do Odbioru W Czerwcu!,"Warszawa, Praga-Północ, Grodzieńska",420000.0,25.0,,1,,parter/4,balkon,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2022,,plastikowe,nie,brak informacji,brak informacji,brak informacji,pom. użytkowe,,PRAGA-PÓŁNOC
ID4ahEl,"Ustawne mieszkanie, 4 pokoje, Ursus!","Warszawa, Ursus",1150000.0,86.05,pełna własność,4,,1/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2021,apartamentowiec,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,inne,URSUS
ID4eB7I,1-pokojowe mieszkanie 28m2 + loggia Bez Prowizji,"Warszawa, Mokotów",516779.0,28.9,pełna własność,1,do wykończenia,7/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4gfeH,Absolutnie Zjawiskowy Penthouse Na Żoliborzu,"Warszawa, Żoliborz, Bitwy pod Rokitną",9800000.0,250.4,pełna własność,6,do zamieszkania,9/9,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2001,apartamentowiec,,tak,brak informacji,brak informacji,meble,pom. użytkowe,,ŻOLIBORZ
ID4dcDG,1-pokojowe mieszkanie 30m2 + balkon,"Warszawa, Mokotów",,30.89,pełna własność,1,do wykończenia,7/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MOKOTÓW
ID4g9iT,"Mieszkanie 38m2, 2 pok., Wola, Leonarda","Warszawa, Wola, Leonarda",588000.0,38.0,pełna własność,2,do wykończenia,2/3,,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1950,kamienica,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,,WOLA
ID4fKrL,Mieszkanie na start,"Warszawa, Wawer",358000.0,31.0,pełna własność,2,do remontu,1/3,,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,2007,,,tak,"telewizja kablowa, internet",brak informacji,meble,brak informacji,pustak,WAWER
ID4fByh,2-pokojowe mieszkanie 46m2 + balkon,"Warszawa, Ursynów",972973.0,46.31,pełna własność,2,do wykończenia,5/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSYNÓW
ID4f5Pk,"Nowość Na Pradze, Unikatowe, 2 Pokoje Z Balkonem!!","Warszawa, Praga-Północ, Radzymińska",677440.0,46.72,,2,,1/1,balkon,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2022,,,nie,brak informacji,brak informacji,brak informacji,pom. użytkowe,,PRAGA-PÓŁNOC
ID4fYCn,Ostatni taki apartament w Aninie,"Warszawa, Wawer, Anin",1380000.0,93.51,pełna własność,4,do zamieszkania,2/2,"balkon, taras",1 040 zł,garaż/miejsce parkingowe,FilmWirtualny spacer,gazowe,wtórny,biuro nieruchomości,,2015,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,WAWER
ID4fuYw,3 pokoje przy metrze do remontu,"Warszawa, Ursynów",650000.0,57.97,spółdzielcze własnościowe,3,do remontu,4/10,balkon,650 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1977,blok,plastikowe,tak,"telewizja kablowa, internet",brak informacji,brak informacji,"piwnica, oddzielna kuchnia",wielka płyta,URSYNÓW
ID4dlhe,Praga*Blisko Parku*Słoneczne*dostępne od zaraz*,"Warszawa, Praga-Południe, Osowska",575000.0,48.0,pełna własność,3,do zamieszkania,8,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1970,blok,plastikowe,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,"piwnica, pom. użytkowe",wielka płyta,PRAGA-POŁUDNIE
ID4eB6E,1-pokojowe mieszkanie 28m2 + loggia Bezpośrednio,"Warszawa, Mokotów",455102.0,28.2,pełna własność,1,do wykończenia,1/10,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2022,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,MOKOTÓW
ID4fgav,Kawalerka na Białołęce .,"Warszawa, Białołęka, Odkryta",409000.0,35.0,pełna własność,1,do zamieszkania,4/2,,zapytaj,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,20000,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,BIAŁOŁĘKA
ID4g50h,3-pokojowe mieszkanie 54m2 + balkon Bezpośrednio,"Warszawa, Rembertów",,54.94,pełna własność,3,do wykończenia,3/4,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,REMBERTÓW
ID4aqeH,panorama Warszawy/panorama of Warsaw,"Warszawa, Mokotów, Karola Chodkiewicza",3100000.0,130.43,pełna własność,3,do zamieszkania,> 10/11,,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,2007,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,,MOKOTÓW
ID4axHM,3 pokoje Nowe Włochy,"Warszawa, Włochy, Nowe Włochy, Cienista",619000.0,65.0,,4,do zamieszkania,3/3,balkon,zapytaj,zapytaj,zapytaj,elektryczne,wtórny,biuro nieruchomości,2021-03-10,1965,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,brak informacji,,WŁOCHY
ID4gphE,2 pokoje z dużą jadalnią na Bemowie 67m+loggia,"Warszawa, Bemowo, Jelonki, Karabeli",670000.0,67.0,pełna własność,2,,6/8,balkon,650 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1980,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,wielka płyta,BEMOWO
ID4fq1w,Rezerwacja!,"Warszawa, Białołęka, Krzyżówki",840000.0,74.0,pełna własność,4,,parter/3,"ogródek, taras",450 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2009,apartamentowiec,drewniane,nie,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,cegła,BIAŁOŁĘKA
ID4fQFG,3-pokojowe mieszkanie 51m2 + balkon,"Warszawa, Rembertów, ul. Chełmżyńska",496314.0,51.97,pełna własność,3,do wykończenia,1/5,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,REMBERTÓW
ID4fEAL,1-pokojowe mieszkanie 25m2 + balkon,"Warszawa, mazowieckie",,25.6,pełna własność,1,do wykończenia,5/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MAZOWIECKIE
ID4fWyR,Okazja! 2 pokoje! Metro! Kamienica!,"Warszawa, Wola, Górczewska",364382.0,36.81,,2,do remontu,3/3,,zapytaj,zapytaj,zapytaj,,wtórny,biuro nieruchomości,2022-03-22,1938,kamienica,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,cegła,WOLA
ID4fjUH,2-pokojowe mieszkanie 44m2 + balkon Bezpośrednio,"Warszawa, Ochota",,44.43,pełna własność,2,do wykończenia,4/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,OCHOTA
ID4fiwc,2-pokojowe mieszkanie 37m2 + ogródek Bez Prowizji,"Warszawa, Ochota",,37.93,pełna własność,2,do wykończenia,parter/6,"taras, ogródek",zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,OCHOTA
ID4e9Yv,Piękny 2 Pokojowy Apartament na Mokotowie,"Warszawa, Śródmieście, Tadeusza Boya-Żeleńskiego",1390000.0,66.21,pełna własność,2,do zamieszkania,5/5,taras,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,,tak,brak informacji,brak informacji,brak informacji,brak informacji,cegła,ŚRÓDMIEŚCIE
ID4eKO5,Sprzedam b. ładne mieszkanie z garażem na Bemowie,"Warszawa, Bemowo",630000.0,52.0,pełna własność,2,do zamieszkania,1/5,balkon,690 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,2006,blok,plastikowe,tak,brak informacji,"domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,cegła,BEMOWO
ID4fXLx,Metro W 7Min/ Pod Wynajem /Garaż,"Warszawa, Białołęka, Skarbka z Gór",504000.0,59.0,pełna własność,2,do zamieszkania,2/3,balkon,600 zł,garaż/miejsce parkingowe,Wirtualny spacer,,wtórny,biuro nieruchomości,2022-03-23,2007,,plastikowe,nie,brak informacji,brak informacji,meble,pom. użytkowe,,BIAŁOŁĘKA
ID4gbYC,Sprzedam 2 mieszkania. Pokorna,"Warszawa, Śródmieście",2000000.0,70.0,,2,,4,balkon,zapytaj,zapytaj,zapytaj,,wtórny,prywatny,,brak informacji,apartamentowiec,,tak,brak informacji,"domofon / wideofon, monitoring / ochrona",lodówka,brak informacji,,ŚRÓDMIEŚCIE
ID4eEVw,4-pokojowe mieszkanie 79m2 + balkon,"Warszawa, Mokotów",,79.73,pełna własność,4,do wykończenia,5/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MOKOTÓW
ID4btxU,2 pokojowe z dala od wielkomiejskiego gwaru,"Warszawa, Bemowo",570000.0,54.73,pełna własność,2,,1/3,balkon,550 zł,garaż/miejsce parkingowe,zapytaj,,wtórny,biuro nieruchomości,,2010,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon",brak informacji,zmywarka,oddzielna kuchnia,,BEMOWO
ID4gmwb,Dwa Pokoje Z Balkonem/Nowe Windy/Jasne/Ciche,"Warszawa, Śródmieście, Górnośląska",529000.0,39.0,spółdzielcze wł. z KW,2,,4/16,balkon,600 zł,zapytaj,zapytaj,,wtórny,biuro nieruchomości,,1970,blok,,tak,brak informacji,brak informacji,meble,piwnica,,ŚRÓDMIEŚCIE
ID4dhyZ,"Nowe mieszkanie Warszawa Ursus, 0% prowizji","Warszawa, Ursus",595500.0,65.0,,3,,1/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2022,blok,plastikowe,tak,internet,brak informacji,brak informacji,oddzielna kuchnia,cegła,URSUS
ID4fPh8,"Słoneczna kawalerka 30 m2, Praga-Płd + Ogródek","Warszawa, Praga-Południe, Ostrzycka",395000.0,30.0,,1,do zamieszkania,parter/7,,380 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,1980,blok,plastikowe,nie,brak informacji,"drzwi / okna antywłamaniowe, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,,PRAGA-POŁUDNIE
ID4e4j0,Trzy pokoje z pełnym umeblowaniem,"Warszawa, Wola, ul. Stańczyka 2",670000.0,48.0,pełna własność,3,do zamieszkania,> 10/14,balkon,zapytaj,zapytaj,tak,miejskie,wtórny,biuro nieruchomości,,2018,blok,plastikowe,tak,brak informacji,"domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,cegła,WOLA
ID4gkMA,4 pokoje | 87 m2 | Garaż 72 m2 | Dla Rodziny,"Warszawa, Ursynów, Makolągwy",990000.0,87.0,,4,,2/2,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,gazowe,wtórny,biuro nieruchomości,,2000,blok,,nie,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,brak informacji,,URSYNÓW
ID4gnPo,Jasne mieszkanie 74.80 m2 Łukowa,"Warszawa, Mokotów, Górny Mokotów",960000.0,74.8,spółdzielcze własnościowe,4,do zamieszkania,10/11,balkon,1 120 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,prywatny,,1979,blok,plastikowe,tak,brak informacji,domofon / wideofon,"zmywarka, lodówka, piekarnik, kuchenka",piwnica,pustak,MOKOTÓW
ID4c9bJ,3-pokojowe mieszkanie 64m2 + balkon,"Warszawa, Ursus",,64.4,pełna własność,3,do wykończenia,6/7,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,URSUS
ID4fuYt,2 pokoje z oddzielną widną kuchnią na Bemowie,"Warszawa, Bemowo, gen. Bolesława Szareckiego",439000.0,39.91,pełna własność,2,do remontu,10/10,balkon,470 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,plastikowe,nie,brak informacji,domofon / wideofon,brak informacji,brak informacji,wielka płyta,BEMOWO
ID4e1V4,2-pokojowe mieszkanie 44m2 + balkon,"Warszawa, Wola",738150.0,44.47,pełna własność,2,do wykończenia,3/8,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,WOLA
ID4g04k,"Rondo Daszyńskiego, 3 pokoje, 52,10m2, Ivq2023","Warszawa, Wola, Czyste",871520.0,53.1,pełna własność,3,do wykończenia,1/8,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,,2023,apartamentowiec,,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,WOLA
ID4fBYM,2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,"Warszawa, Mokotów",718718.0,46.67,pełna własność,2,do wykończenia,2/4,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,MOKOTÓW
ID4f35r,Kameralna inwestycja w zielonej okolicy,"Warszawa, Włochy, Promienista",479950.0,33.1,pełna własność,1,do wykończenia,1/2,,zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości,,2022,apartamentowiec,aluminiowe,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pom. użytkowe,inne,WŁOCHY
ID4fVcy,2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,"Warszawa, Wola",,40.79,pełna własność,2,do wykończenia,3/8,,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2023,,,nie,brak informacji,teren zamknięty,brak informacji,brak informacji,,WOLA
ID4g25B,Praga Południe- Atrakcyjna Cena! 2 Pokoje Z Balkon,"Warszawa, Praga-Południe",661200.0,44.0,pełna własność,2,,5/7,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,miejskie,pierwotny,biuro nieruchomości,2022-10-25,2022,apartamentowiec,plastikowe,tak,internet,brak informacji,brak informacji,brak informacji,cegła,PRAGA-POŁUDNIE
ID4ggOg,"Mieszkanie, 43,80 m², Warszawa","Warszawa, Ursynów, Imielin, Stefana Szolc-Rogozińskiego",639000.0,43.8,spółdzielcze własnościowe,2,,7/15,balkon,450 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,brak informacji,blok,plastikowe,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,wielka płyta,URSYNÓW
ID2Ohph,Apartament przy ulicy Bagno,"Warszawa, Śródmieście",1499000.0,72.0,pełna własność,2,do zamieszkania,8/11,,815 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,,2009,apartamentowiec,drewniane,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,ŚRÓDMIEŚCIE
ID4fwcF,Rozkładowe 3 pokoje / 55 m2 / Bielany,"Warszawa, Bielany, Chomiczówka, Conrada",540000.0,55.0,spółdzielcze własnościowe,3,,1/8,balkon,zapytaj,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1978,blok,,tak,brak informacji,domofon / wideofon,"lodówka, meble, pralka","piwnica, oddzielna kuchnia",inne,BIELANY
ID4c6Gq,Apartament Towarowa Towers A.203,"Warszawa, Wola, ul. Towarowa",738798.0,35.56,,1,,> 10,,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2024,apartamentowiec,,tak,brak informacji,brak informacji,brak informacji,brak informacji,,WOLA
ID4cCNc,4-pokojowe mieszkanie 63m2 + balkon Bezpośrednio,"Warszawa, Białołęka",,63.22,pełna własność,4,do wykończenia,1/2,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,BIAŁOŁĘKA
ID4dxSI,2-pokojowe mieszkanie 54m2 + ogródek Bezpośrednio,"Warszawa, Włochy",699000.0,54.27,pełna własność,2,do wykończenia,parter/2,ogródek,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,,,,,,,,,,,,,WŁOCHY
ID4fdnc,Luksusowy penthouse w Miasteczku Wilanów,"Warszawa, Wilanów",1848000.0,99.4,pełna własność,3,,3/3,balkon,1 100 zł,garaż/miejsce parkingowe,zapytaj,miejskie,wtórny,biuro nieruchomości,2022-07-25,2013,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon",brak informacji,meble,brak informacji,inne,WILANÓW
ID4giCj,3-pokojowe mieszkanie 60m2 + 2 balkony,"Warszawa, Praga-Południe",,60.49,pełna własność,3,do wykończenia,6/9,balkon,zapytaj,garaż/miejsce parkingowe,zapytaj,,pierwotny,deweloper,,2022,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4fk1G,1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji,"Warszawa, Praga-Południe",,32.47,pełna własność,1,do wykończenia,4/4,balkon,zapytaj,garaż/miejsce parkingowe,Wirtualny spacer,,pierwotny,deweloper,,2024,,,nie,brak informacji,brak informacji,brak informacji,brak informacji,,PRAGA-POŁUDNIE
ID4fnqP,Nowoczesne 3-pokojowe mieszkanie na Muranowie,"Warszawa, Wola, Wolność",1360000.0,68.0,spółdzielcze wł. z KW,3,do zamieszkania,3/8,balkon,850 zł,garaż/miejsce parkingowe,tak,miejskie,wtórny,biuro nieruchomości,,1998,,plastikowe,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",brak informacji,cegła,WOLA
ID4dAjN,58 M | metro Bemowo Ratusz | 3 pokoje | balkon,"Warszawa, Bemowo",550000.0,59.0,spółdzielcze własnościowe,3,do remontu,3/10,,500 zł,zapytaj,zapytaj,miejskie,wtórny,biuro nieruchomości,,1975,blok,,tak,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,wielka płyta,BEMOWO
ID4gl1d,"Mieszkanie, 70 m², Warszawa","Warszawa, Wawer",669000.0,70.0,pełna własność,3,do wykończenia,parter/1,ogródek,zapytaj,zapytaj,zapytaj,,pierwotny,biuro nieruchomości,,2021,,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,WAWER
ID4g7ps,Mieszkanie ul. Zamieniecka Praga Południe,"Warszawa, Praga-Południe, ul. Zamieniecka",799000.0,75.7,pełna własność,4,do zamieszkania,1/4,balkon,646 zł,zapytaj,zapytaj,gazowe,wtórny,prywatny,,brak informacji,kamienica,plastikowe,nie,internet,domofon / wideofon,"lodówka, meble, kuchenka, pralka",piwnica,cegła,PRAGA-POŁUDNIE
