rooms,price,area,price_m2,city,district
2,365965,34.46,10620.0,KRAKÓW,PODGÓRZE
1,234000,35.0,6686.0,RUMIA,
2,429000,38.48,11149.0,WARSZAWA,URSYNÓW
4,625650,74.38,8412.0,POZNAŃ,
3,647007,66.19,9775.0,WROCŁAW,ŚRÓDMIEŚCIE
3,499000,78.1,6389.0,BYDGOSZCZ,
2,279000,46.27,6030.0,KOŁOBRZEG,KOŁOBRZEG
4,446598,103.86,4300.0,MARKI,
2,230000,46.0,5000.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,487000,32.0,15219.0,WARSZAWA,MOKOTÓW
3,539447,65.34,8256.0,GDAŃSK,ANIOŁKI
3,519000,59.09,8783.0,KRAKÓW,PODGÓRZE DUCHACKIE
4,986100,80.17,12300.0,WROCŁAW,ŚRÓDMIESCIE
2,379000,39.9,9499.0,GDAŃSK,BRZEŹNO
2,639000,80.24,7964.0,WARSZAWA,URSYNÓW
3,343600,52.0,6608.0,TORUŃ,
2,469342,49.63,9457.0,WARSZAWA,URSUS
3,980500,120.33,8148.0,GDAŃSK,MORENA
2,325806,56.45,5772.0,WIELICZKA,WIELICZKA
2,273674,38.6,7090.0,WROCŁAW,SWOJCZYCE
3,230000,68.0,3382.0,GDAŃSK,UJEŚCISKO
4,920000,80.0,11500.0,WARSZAWA,MOKOTÓW
3,795000,85.0,9353.0,WARSZAWA,URSYNÓW
3,279000,83.85,3327.0,SOSNOWIEC,
5,1324000,113.43,11672.0,WROCŁAW,ŚRÓDMIEŚCIE
3,830000,66.0,12576.0,WARSZAWA,
2,438000,37.0,11838.0,WARSZAWA,BIELANY
4,505000,64.5,7829.0,KRAKÓW,
2,1100000,48.9,22495.0,WARSZAWA,MOKOTÓW
3,640000,63.0,10159.0,WARSZAWA,BEMOWO
3,387532,45.82,8458.0,POZNAŃ,
2,303000,73.0,4151.0,TORUŃ,
2,629000,49.79,12633.0,WARSZAWA,WOLA
4,588000,112.0,5250.0,GLIWICE,
2,379000,47.1,8047.0,POZNAŃ,STARE MIASTO
4,334965,68.5,4890.0,RZESZÓW,BUDZIWÓJ
2,410116,42.28,9700.0,POZNAŃ,GRUNWALD
3,417622,58.82,7100.0,RZESZÓW,DRABINIANKA
3,881829,62.1,14200.0,WROCŁAW,STARE MIASTO
1,240000,23.7,10127.0,KRAKÓW,
2,500000,49.8,10040.0,KRAKÓW,PRĄDNIK CZERWONY
2,383768,39.16,9800.0,WARSZAWA,
3,414315,53.46,7750.0,PRUSZKÓW,
3,1100000,72.0,15278.0,WARSZAWA,MOKOTÓW
3,830000,129.9,6390.0,ŁÓDŹ,ŁÓDŹ
2,436632,47.46,9200.0,WARSZAWA,WAWER
2,439000,50.0,8780.0,KRAKÓW,
3,415956,61.17,6800.0,RUMIA,
2,339293,44.15,7685.0,GDAŃSK,ŁOSTOWICE
2,403984,44.35,9109.0,WARSZAWA,URSUS
2,550000,40.0,13750.0,WARSZAWA,BEMOWO
3,889000,73.0,12178.0,WROCŁAW,GRABISZYN
3,828830,70.0,11840.0,WARSZAWA,ŚRÓDMIEŚCIE
2,235000,36.68,6407.0,ŁÓDŹ,
3,313848,58.12,5400.0,CZĘSTOCHOWA,WRZOSOWIAK
2,650000,49.0,13265.0,WARSZAWA,
5,405987,82.5,4921.0,RZESZÓW,
3,443233,51.7,8573.0,WROCŁAW,KRZYKI
3,760000,60.0,12667.0,KRAKÓW,
3,389000,57.6,6753.0,WROCŁAW,PSIE POLE
3,670000,68.0,9853.0,WARSZAWA,PRAGA POŁUDNIE
3,535000,45.06,11873.0,WARSZAWA,BIELANY
3,337678,51.35,6576.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,439760,54.97,8000.0,BYDGOSZCZ,BARTODZIEJE WIELKIE
2,550000,44.0,12500.0,WARSZAWA,WOLA
2,309610,44.23,7000.0,BYDGOSZCZ,SZWEDEROWO
4,550550,77.0,7150.0,WROCŁAW,
3,460000,67.81,6784.0,KRAKÓW,DĘBNIKI
3,427700,60.68,7048.0,BYDGOSZCZ,KAPUŚCISKA
2,545000,40.0,13625.0,WARSZAWA,WŁOCHY
3,469424,56.9,8250.0,WROCŁAW,
2,625000,55.0,11364.0,WARSZAWA,MOKOTÓW
3,1299000,84.0,15464.0,WARSZAWA,MOKOTÓW
3,454900,58.0,7843.0,WROCŁAW,
2,550000,53.0,10377.0,WARSZAWA,WŁOCHY
1,359000,30.64,11717.0,WROCŁAW,
2,950000,60.0,15833.0,GDAŃSK,ŚRÓDMIEŚCIE
3,1031305,85.26,12096.0,GDYNIA,
3,1191255,67.52,17643.0,GDAŃSK,
2,319458,43.17,7400.0,SZCZECIN,
2,599000,56.0,10696.0,WARSZAWA,MOKOTÓW
4,683870,124.34,5500.0,WIELICZKA,
2,359000,48.0,7479.0,WROCŁAW,FABRYCZNA
2,467000,43.16,10820.0,WARSZAWA,WŁOCHY
2,299000,53.19,5621.0,RZESZÓW,ZALESIE
3,380000,57.0,6667.0,GDYNIA,CISOWA
4,1104737,174.77,6321.0,KRAKÓW,
4,1172900,93.83,12500.0,WARSZAWA,MOKOTÓW
5,1034830,98.4,10517.0,WARSZAWA,MOKOTÓW
2,510000,45.43,11226.0,WARSZAWA,OCHOTA
6,850000,140.5,6050.0,WROCŁAW,KRZYKI
3,825240,63.48,13000.0,KRAKÓW,PODGÓRZE
1,502350,33.49,15000.0,KRAKÓW,GRZEGÓRZKI
2,398000,46.23,8609.0,WROCŁAW,FABRYCZNA
4,889000,128.32,6928.0,WARSZAWA,
3,550000,58.0,9483.0,WARSZAWA,MOKOTÓW
3,695000,67.0,10373.0,KRAKÓW,
4,715151,86.58,8260.0,WROCŁAW,KRZYKI
2,530000,48.0,11042.0,WARSZAWA,URSYNÓW
3,812928,74.21,10954.0,WARSZAWA,
3,750000,63.0,11905.0,WARSZAWA,BEMOWO
2,284658,43.13,6600.0,ŁÓDŹ,
2,670000,54.55,12282.0,WARSZAWA,ŻOLIBORZ
2,309300,35.15,8799.0,WARSZAWA,BIAŁOŁĘKA TARCHOMIN
3,408700,57.16,7150.0,RZESZÓW,DRABINIANKA
4,442700,61.16,7238.0,KATOWICE,ZAWODZIE
2,650000,55.0,11818.0,WROCŁAW,FABRYCZNA
2,333000,35.74,9317.0,WARSZAWA,URSUS
2,599000,49.46,12111.0,WARSZAWA,WOLA
2,229719,39.54,5810.0,WROCŁAW,KSIĘŻE WIELKIE
4,440000,92.0,4783.0,KOŁOBRZEG,
4,599885,92.29,6500.0,WROCŁAW,FABRYCZNA
4,490000,123.0,3984.0,BYDGOSZCZ,
2,387624,41.68,9300.0,KRAKÓW,
2,289503,35.0,8272.0,WROCŁAW,JAGODNO
2,530172,49.09,10800.0,KRAKÓW,PODGÓRZE
3,575000,47.0,12234.0,WARSZAWA,
2,265000,38.0,6974.0,TORUŃ,
3,690000,76.0,9079.0,KRAKÓW,PRĄDNIK CZERWONY
1,289500,43.83,6605.0,ŁÓDŹ,
3,1275000,80.0,15938.0,WARSZAWA,ŚRÓDMIEŚCIE
2,649000,46.13,14069.0,SOPOT,ŚWIEMIROWO
3,889000,78.63,11306.0,WARSZAWA,BEMOWO
3,670000,57.5,11652.0,WARSZAWA,
2,460000,52.5,8762.0,KRAKÓW,DĘBNIKI
3,599850,46.5,12900.0,KRAKÓW,KROWODRZA
2,529000,35.13,15058.0,KRAKÓW,ZABŁOCIE
3,330000,64.1,5148.0,LEGNICA,
4,357080,64.2,5562.0,WROCŁAW,MASLICE
2,379000,36.25,10455.0,WROCŁAW,
2,1039000,60.1,17288.0,SOPOT,DOLNY
3,375000,66.7,5622.0,RUMIA,
4,399000,82.0,4866.0,MARKI,
3,442035,51.7,8550.0,WROCŁAW,KRZYKI
3,1220000,81.43,14982.0,WARSZAWA,MOKOTÓW
1,285000,30.31,9403.0,WARSZAWA,WAWER
3,471000,63.94,7366.0,WARSZAWA,
1,569000,43.0,13233.0,WARSZAWA,ŚRÓDMIEŚCIE
2,269000,37.0,7270.0,KRAKÓW,NOWA HUTA
4,566835,71.3,7950.0,POZNAŃ,WINOGRADY
2,410000,45.5,9011.0,GDYNIA,WZGÓRZE ŚW. MAKSYMILIANA
3,415297,56.89,7300.0,KRAKÓW,
2,470672,51.16,9200.0,KRAKÓW,MISTRZEJOWICE
4,756284,87.94,8600.0,KRAKÓW,MISTRZEJOWICE
3,620000,63.5,9764.0,WARSZAWA,
1,255000,32.0,7969.0,POZNAŃ,WINOGRADY
2,510000,48.4,10537.0,WARSZAWA,ŚRÓDMIEŚCIE
4,519000,90.0,5767.0,WARSZAWA,
3,399958,50.34,7945.0,GDYNIA,OKSYWIE
4,619014,78.06,7930.0,WARSZAWA,BIAŁOŁĘKA
2,498000,41.5,12000.0,WARSZAWA,MOKOTÓW
3,436411,42.37,10300.0,KRAKÓW,
2,950000,56.3,16874.0,GDAŃSK,STARE MIASTO
2,620000,54.0,11481.0,WARSZAWA,
1,463540,33.11,14000.0,KRAKÓW,GRZEGÓRZKI
2,331000,33.65,9837.0,WARSZAWA,OCHOTA
3,1350000,86.0,15698.0,WARSZAWA,MOKOTÓW
3,456300,54.0,8450.0,WROCŁAW,SWOJCZYCE
4,655569,95.01,6900.0,WROCŁAW,
3,285120,59.4,4800.0,RZESZÓW,
2,279000,39.1,7136.0,KATOWICE,OS. TYSIĄCLECIA
4,1190000,110.0,10818.0,WARSZAWA,
2,480000,50.0,9600.0,WARSZAWA,WOLA
4,609960,88.4,6900.0,KATOWICE,PIOTROWICE
3,270000,59.78,4517.0,CZĘSTOCHOWA,
2,427770,67.78,6311.0,GDAŃSK,JASIEŃ
3,360500,60.01,6007.0,RZESZÓW,
3,467556,49.74,9400.0,WARSZAWA,URSUS SKOROSZE
4,494500,76.72,6446.0,GDAŃSK,JASIEŃ
2,358404,45.5,7877.0,WROCŁAW,PSIE POLE
3,303800,5331.0,57.0,RZESZÓW,
1,220000,28.0,7857.0,KRAKÓW,ŚRÓDMIEŚCIE
2,570000,43.54,13091.0,WARSZAWA,BIELANY
3,526330,72.1,7300.0,WROCŁAW,
4,475860,79.31,6000.0,ŁÓDŹ,
3,326720,49.1,6654.0,ŁÓDŹ,ŚRÓDMIEŚCIE
3,580000,53.0,10943.0,WARSZAWA,WOLA
5,545000,89.0,6124.0,SZCZECIN,
4,568000,67.31,8439.0,WARSZAWA,BIAŁOŁĘKA
3,510000,58.0,8793.0,KRAKÓW,RUCZAJ
1,215000,43.0,5000.0,GLIWICE,
3,569000,82.0,6939.0,WROCŁAW,
2,449000,46.7,9615.0,KRAKÓW,PODGÓRZE DUCHACKIE
1,392657,35.09,11190.0,WARSZAWA,MOKOTÓW
1,459382,34.54,13300.0,KRAKÓW,GRZEGÓRZKI
3,489000,60.87,8034.0,BYDGOSZCZ,BIELAWY
2,744000,47.55,15647.0,KRAKÓW,STARE MIASTO
1,335143,28.51,11755.0,WARSZAWA,MOKOTÓW
2,469000,56.0,8375.0,KRAKÓW,NOWA HUTA
2,430000,43.0,10000.0,WARSZAWA,MOKOTÓW
2,387000,45.1,8581.0,RZESZÓW,
3,799000,60.5,13207.0,WARSZAWA,
3,1130000,94.0,12021.0,WARSZAWA,MOKOTÓW
2,530000,48.4,10950.0,WARSZAWA,ŚRÓDMIEŚCIE
2,519000,43.0,12070.0,KOŁOBRZEG,
2,443000,40.2,11020.0,WARSZAWA,URSYNÓW
4,1380000,69.1,19971.0,SOPOT,DOLNY
3,399000,86.0,4640.0,BYDGOSZCZ,
2,369000,43.4,8502.0,POZNAŃ,STARE MIASTO
2,395000,49.3,8012.0,KRAKÓW,PODGÓRZE
2,289000,40.0,7225.0,RZESZÓW,PIASTÓW
3,265000,50.88,5208.0,ŁÓDŹ,GÓRNA
2,511000,45.0,11356.0,WARSZAWA,URSYNÓW
2,502550,43.7,11500.0,WARSZAWA,BIELANY
2,465000,46.0,10109.0,WARSZAWA,BEMOWO
3,698000,61.6,11331.0,WARSZAWA,MOKOTÓW
3,541700,56.82,9534.0,WROCŁAW,WROCŁAW
1,259000,36.9,7019.0,RZESZÓW,GEN. DĄBROWSKIEGO
2,459000,51.8,8861.0,WROCŁAW,FABRYCZNA
3,358900,68.7,5224.0,CZĘSTOCHOWA,
3,570000,75.6,7540.0,GDAŃSK,ŁOSTOWICE
2,459000,49.3,9310.0,KRAKÓW,PRĄDNIK CZERWONY
2,449000,53.0,8472.0,POZNAŃ,
4,770000,91.49,8416.0,ŁÓDŹ,
2,850000,67.67,12561.0,KRAKÓW,STARE MIASTO
2,476229,46.55,10230.0,WARSZAWA,BIELANY
4,674000,76.48,8813.0,WROCŁAW,
3,465000,58.0,8017.0,WARSZAWA,BIAŁOŁĘKA
1,203000,25.08,8094.0,BYDGOSZCZ,CENTRUM
2,367918,36.7,10025.0,WROCŁAW,SWOJCZYCE
3,589000,48.0,12271.0,WARSZAWA,ŻOLIBORZ
2,700000,61.8,11327.0,WARSZAWA,MOKOTÓW
2,290000,39.0,7436.0,PRUSZKÓW,
2,327625,45.44,7210.0,POZNAŃ,ŚRÓDKA
3,775000,65.0,11923.0,WARSZAWA,WILANÓW
4,670875,84.6,7930.0,WARSZAWA,
2,435525,58.07,7500.0,WROCŁAW,ZŁOTNIKI
2,364000,46.4,7845.0,SZCZECIN,NIEBUSZEWO
4,437523,57.95,7550.0,GDYNIA,OKSYWIE
1,265740,30.9,8600.0,POZNAŃ,GRUNWALD
4,752379,80.1,9393.0,WARSZAWA,WOLA
3,329500,60.0,5492.0,RZESZÓW,BIAŁA
3,569000,53.0,10736.0,WARSZAWA,URSYNÓW
2,418862,47.38,8840.0,KRAKÓW,
2,500000,58.0,8621.0,WARSZAWA,WŁOCHY
3,498200,68.64,7258.0,KOŁOBRZEG,
2,680000,57.0,11930.0,WARSZAWA,MOKOTÓW
3,519000,53.0,9792.0,GDAŃSK,MORENA
2,598510,54.41,11000.0,KRAKÓW,PRĄDNIK CZERWONY
2,436000,41.18,10588.0,WARSZAWA,WŁOCHY
2,599900,58.0,10343.0,GDAŃSK,ŚRÓDMIEŚCIE
5,670930,79.4,8450.0,WROCŁAW,SWOJCZYCE
2,590315,47.01,12557.0,WARSZAWA,MOKOTÓW
4,673604,68.15,9884.0,BYDGOSZCZ,CENTRUM
4,473200,67.6,7000.0,WROCŁAW,STABŁOWICE
2,510000,39.0,13077.0,WARSZAWA,URSYNÓW
2,295000,34.8,8477.0,WROCŁAW,
1,360000,30.0,12000.0,GDAŃSK,ZASPA
3,514800,66.0,7800.0,TORUŃ,
3,408000,63.0,6476.0,WROCŁAW,PSIE POLE
1,390000,26.0,15000.0,WARSZAWA,
3,825000,66.8,12350.0,GDAŃSK,
3,408260,59.6,6850.0,WROCŁAW,STABŁOWICE
4,1070000,97.0,11031.0,WARSZAWA,URSYNÓW
3,399000,81.16,4916.0,RUMIA,
3,689000,69.64,9894.0,KRAKÓW,PODGÓRZE
3,517517,53.84,9612.0,WARSZAWA,BIAŁOŁĘKA
2,380000,35.0,10857.0,WARSZAWA,
3,665184,81.12,8200.0,KRAKÓW,
1,263000,32.5,8092.0,KRAKÓW,BRONOWICE
2,627000,42.0,14929.0,KRAKÓW,
3,340750,58.75,5800.0,RZESZÓW,
4,1050000,105.6,9943.0,WARSZAWA,URSYNÓW
1,235000,17.39,13514.0,GLIWICE,ŚRÓDMIEŚCIE
2,211987,35.0,6057.0,RZESZÓW,ZALESIE
2,569000,42.2,13483.0,WARSZAWA,
3,708773,63.69,11128.0,WARSZAWA,URSYNÓW
3,471000,55.0,8564.0,WARSZAWA,TARGÓWEK
3,574805,74.65,7700.0,ŁÓDŹ,
2,465000,65.55,7094.0,WARSZAWA,WILANÓW
3,306985,53.13,5778.0,RUMIA,
4,515000,68.31,7539.0,BYDGOSZCZ,BIELAWY
2,376275,40.59,9270.0,KRAKÓW,PRĄDNIK BIAŁY
2,369000,42.3,8723.0,WARSZAWA,WOLA
3,580000,78.0,7436.0,WARSZAWA,BEMOWO
2,439000,41.8,10502.0,WARSZAWA,BIELANY
2,571000,42.0,13595.0,GDAŃSK,OLIWA
5,539000,72.0,7486.0,POZNAŃ,
3,624558,60.2,10375.0,WARSZAWA,MOKOTÓW
3,399000,54.0,7389.0,WROCŁAW,KRZYKI
3,490000,77.49,6323.0,WROCŁAW,
6,965000,121.61,7935.0,WROCŁAW,STARE MIASTO
3,445000,62.0,7177.0,SZCZECIN,
2,662000,60.0,11033.0,WARSZAWA,MOKOTÓW
4,626347,61.45,10193.0,KRAKÓW,PRĄDNIK BIAŁY
4,1150000,101.1,11375.0,WARSZAWA,PRAGA POŁUDNIE
3,419000,87.0,4816.0,PRUSZKÓW,ŻBIKÓW
1,240000,27.3,8791.0,POZNAŃ,
2,325000,55.13,5895.0,KOŁOBRZEG,
3,478000,53.0,9019.0,WROCŁAW,KRZYKI
2,699000,56.7,12328.0,WARSZAWA,WILANÓW
3,449000,57.6,7795.0,KRAKÓW,NOWA HUTA
2,402500,35.0,11500.0,WARSZAWA,
3,599000,77.4,7739.0,POZNAŃ,GRUNWALD
2,355715,40.8,8719.0,WROCŁAW,
2,328020,46.86,7000.0,POZNAŃ,STARE MIASTO
4,1120000,90.0,12444.0,WARSZAWA,BEMOWO
2,348000,39.38,8837.0,WARSZAWA,URSUS
2,354564,42.21,8400.0,WROCŁAW,
2,287937,35.55,8099.0,WROCŁAW,
3,350000,60.0,5833.0,ŁÓDŹ,
3,433900,59.0,7354.0,KRAKÓW,RUCZAJ
3,517280,64.66,8000.0,BYDGOSZCZ,BARTODZIEJE
3,530973,65.15,8150.0,GDAŃSK,JASIEŃ
4,470000,81.4,5774.0,KOŁOBRZEG,
2,438900,38.0,11550.0,WARSZAWA,ŻOLIBORZ
2,385000,50.0,7700.0,WARSZAWA,REMBERTÓW
2,360000,42.0,8571.0,WROCŁAW,FABRYCZNA
1,370000,30.34,12195.0,WARSZAWA,PRAGA-PÓŁNOC
3,415000,49.1,8452.0,RZESZÓW,
3,650000,79.1,8217.0,WARSZAWA,BEMOWO
1,229000,24.0,9542.0,KRAKÓW,GRZEGÓRZKI
4,380000,120.0,3167.0,BYDGOSZCZ,
3,620000,70.4,8807.0,WARSZAWA,BIAŁOŁĘKA
2,304984,45.52,6700.0,GDAŃSK,MAĆKOWY
2,449000,46.7,9615.0,KRAKÓW,
1,365000,31.0,11774.0,WARSZAWA,BEMOWO
3,799875,59.25,13500.0,WROCŁAW,STARE MIASTO
2,429000,46.7,9186.0,WARSZAWA,BIAŁOŁĘKA
4,1350000,113.0,11947.0,WARSZAWA,MOKOTÓW
4,603200,66.68,9046.0,WARSZAWA,WILANÓW
2,498000,53.0,9396.0,WARSZAWA,
4,849000,91.24,9305.0,WROCŁAW,
4,880000,76.0,11579.0,WARSZAWA,MOKOTÓW
3,648900,50.0,12978.0,WARSZAWA,OCHOTA
4,499000,107.19,4655.0,RZESZÓW,BIAŁA
4,620840,74.8,8300.0,WROCŁAW,SWOJCZYCE
4,684400,58.0,11800.0,WARSZAWA,ŚRÓDMIEŚCIE
4,809900,73.7,10989.0,WARSZAWA,URSYNÓW
3,299000,61.0,4902.0,KATOWICE,
3,383000,65.48,5849.0,RZESZÓW,
5,989010,109.89,9000.0,WARSZAWA,WILANÓW
3,853300,77.0,11082.0,WARSZAWA,ŚRÓDMIEŚCIE
3,790000,80.0,9875.0,WARSZAWA,
2,530000,39.0,13590.0,WARSZAWA,ŚRÓDMIEŚCIE
3,549000,62.84,8736.0,GDAŃSK,
4,578600,67.38,8587.0,WARSZAWA,WILANÓW
3,722000,35.0,20629.0,KRAKÓW,
2,436000,54.0,8074.0,KATOWICE,
2,362134,49.27,7350.0,WROCŁAW,MUCHOBÓR WIELKI
3,460000,60.0,7667.0,WARSZAWA,
2,352560,64.69,5450.0,KRAKÓW,
3,520000,46.0,11304.0,WARSZAWA,ŚRÓDMIEŚCIE
1,269900,35.51,7601.0,POZNAŃ,GÓRCZYN
1,501381,32.77,15300.0,KRAKÓW,GRZEGÓRZKI
3,700000,76.78,9117.0,WARSZAWA,TARGÓWEK
4,655400,58.0,11300.0,WARSZAWA,WOLA
3,417000,46.4,8987.0,KRAKÓW,KROWODRZA
3,350000,57.7,6066.0,LEGNICA,
3,529000,46.0,11500.0,WARSZAWA,BEMOWO
4,485000,84.0,5774.0,ŁÓDŹ,
2,255000,42.98,5933.0,ŁÓDŹ,BAŁUTY
3,595000,56.59,10514.0,WARSZAWA,
2,250000,39.0,6410.0,BYDGOSZCZ,
2,367658,42.07,8739.0,WROCŁAW,
3,464805,62.6,7425.0,WROCŁAW,KRZYKI
3,450000,48.0,9375.0,WARSZAWA,BIELANY
2,500000,40.26,12419.0,WARSZAWA,URSYNÓW
4,520000,124.0,4194.0,WARSZAWA,WAWER
2,300063,34.26,8758.0,WROCŁAW,KRZYKI
4,742400,58.02,12796.0,WARSZAWA,
4,431878,71.98,6000.0,ŁÓDŹ,ŚRÓDMIEŚCIE
1,506917,39.0,12998.0,WARSZAWA,
2,440000,54.0,8148.0,WARSZAWA,
3,649000,68.0,9544.0,WARSZAWA,
5,1200000,112.0,10714.0,WARSZAWA,OCHOTA
2,449000,53.6,8377.0,WROCŁAW,
3,488000,61.1,7987.0,WARSZAWA,TARGÓWEK
2,267293,37.7,7090.0,BYDGOSZCZ,
2,359900,54.05,6659.0,ŁÓDŹ,
2,614092,50.13,12250.0,WARSZAWA,
3,450000,65.47,6873.0,RZESZÓW,DRABINIANKA
4,510000,55.81,9138.0,WARSZAWA,URSUS
2,520000,49.0,10612.0,WARSZAWA,
3,398791,52.52,7593.0,WARSZAWA,BIAŁOŁĘKA
2,750000,44.0,17045.0,WARSZAWA,ŚRÓDMIEŚCIE
3,1050000,78.0,13462.0,WARSZAWA,
3,319000,69.0,4623.0,RZESZÓW,
3,239000,59.0,4051.0,CZĘSTOCHOWA,
3,699000,47.0,14872.0,WARSZAWA,OCHOTA STARA OCHOTA
3,555000,73.0,7603.0,WROCŁAW,
1,379000,28.0,13536.0,WARSZAWA,
2,360000,40.5,8889.0,KRAKÓW,DĘBNIKI
2,420000,54.0,7778.0,PIASECZNO,
2,288569,39.53,7300.0,BYDGOSZCZ,GÓRZYSKOWO
3,906350,77.0,11771.0,WARSZAWA,ŚRÓDMIEŚCIE
3,531318,58.87,9025.0,WARSZAWA,
4,519000,84.0,6179.0,GDAŃSK,BORKOWO
4,475000,64.5,7364.0,KRAKÓW,ŚRÓDMIEŚCIE
2,578000,48.13,12009.0,WARSZAWA,WOLA
2,560000,54.0,10370.0,WARSZAWA,MOKOTÓW
2,290000,71.46,4058.0,SOSNOWIEC,ZAGÓRZE
4,1290000,106.0,12170.0,WARSZAWA,MOKOTÓW
3,415000,50.0,8300.0,WROCŁAW,KRZYKI
4,530000,75.1,7057.0,WROCŁAW,GĄDÓW MAŁY
3,380000,54.4,6985.0,ZĄBKI,
3,312564,47.43,6590.0,BYDGOSZCZ,FORDON
3,730000,85.25,8563.0,WARSZAWA,WAWER
2,340059,37.59,9047.0,GDYNIA,OKSYWIE
2,410000,37.5,10933.0,WARSZAWA,MOKOTÓW SŁUŻEW
3,680000,71.5,9510.0,WARSZAWA,BIAŁOŁĘKA
2,415000,36.7,11308.0,KRAKÓW,BRONOWICE
2,498012,52.98,9400.0,WROCŁAW,ŚRÓDMIEŚCIE
3,489000,49.4,9899.0,WARSZAWA,BEMOWO
3,657670,50.59,13000.0,KRAKÓW,
2,525000,50.0,10500.0,WARSZAWA,WOLA
3,375526,56.47,6650.0,RUMIA,
4,752900,80.1,9400.0,WARSZAWA,WOLA
3,465516,64.66,7199.0,WROCŁAW,
2,350000,37.0,9459.0,WARSZAWA,TARGÓWEK
3,780000,81.0,9630.0,WARSZAWA,BIELANY
4,747549,92.29,8100.0,WARSZAWA,
4,504537,101.85,4954.0,GDAŃSK,ŁOSTOWICE
1,315000,20.0,15750.0,WARSZAWA,PRAGA-POŁUDNIE
1,385000,40.0,9625.0,WARSZAWA,BIAŁOŁĘKA
3,950000,81.2,11700.0,WARSZAWA,PRAGA-POŁUDNIE
3,535000,60.5,8843.0,GDAŃSK,
4,930000,84.7,10980.0,WARSZAWA,URSYNÓW
2,680000,53.0,12830.0,WARSZAWA,ŚRÓDMIEŚCIE
4,465034,59.24,7850.0,GDYNIA,OKSYWIE
3,840000,60.0,14000.0,KRAKÓW,GRZEGÓRZKI
2,365000,30.0,12167.0,WARSZAWA,BEMOWO
5,750000,150.0,5000.0,WARSZAWA,WAWER
3,597000,130.84,4563.0,ŁÓDŹ,
3,639000,69.5,9194.0,WARSZAWA,BEMOWO
3,969900,80.0,12124.0,WARSZAWA,WOLA
2,556850,43.0,12950.0,WARSZAWA,MOKOTÓW
2,690000,40.0,17250.0,GDAŃSK,PRZYMORZE
2,587772,50.67,11600.0,WARSZAWA,MOKOTÓW
3,550000,74.67,7366.0,PIASECZNO,
2,473564,52.04,9100.0,POZNAŃ,GRUNWALD
3,556000,58.22,9550.0,WARSZAWA,URSYNÓW
1,250084,25.74,9716.0,WARSZAWA,BIAŁOŁĘKA TARCHOMIN
3,487000,66.16,7361.0,WARSZAWA,URSUS
3,550000,69.24,7943.0,WROCŁAW,KRZYKI
2,396256,48.8,8120.0,KATOWICE,OS. TYSIĄCLECIA
2,489000,66.24,7382.0,MARKI,
2,276000,41.6,6635.0,SZCZECIN,OS. ZAWADZKIEGO-KLONOWICA
3,380000,47.0,8085.0,WARSZAWA,OCHOTA
3,391770,58.04,6750.0,KRAKÓW,PODGÓRZE
4,378709,61.09,6199.0,KRAKÓW,BIEŻANÓW-PROKOCIM
3,644000,69.03,9329.0,WARSZAWA,BEMOWO
4,940000,98.0,9592.0,WARSZAWA,WAWER
2,604350,40.3,14996.0,WARSZAWA,WOLA
2,350000,34.39,10177.0,WROCŁAW,STARE MIASTO
2,427000,38.5,11091.0,WARSZAWA,
2,459000,55.0,8345.0,WROCŁAW,MUCHOBÓR WLK
3,480000,60.0,8000.0,GDAŃSK,ZASPA
4,633300,70.03,9043.0,WARSZAWA,WILANÓW
2,299500,54.96,5449.0,WIELICZKA,
2,550000,48.3,11387.0,WARSZAWA,URSYNÓW
3,525000,55.0,9545.0,WARSZAWA,BIAŁOŁĘKA
3,334000,49.0,6816.0,TORUŃ,BYDGOSKIE PRZEDMIEŚCIE
5,1070000,120.6,8872.0,WARSZAWA,OCHOTA
3,1240000,80.0,15500.0,POZNAŃ,
3,439000,65.83,6669.0,BYDGOSZCZ,
2,565000,54.0,10463.0,GDAŃSK,PIECKI-MIGOWO
3,479600,65.7,7300.0,BYDGOSZCZ,KAPUŚCISKA
1,280000,20.1,13930.0,WARSZAWA,PRAGA-POŁUDNIE
2,439000,35.5,12366.0,WARSZAWA,OCHOTA
3,369000,54.5,6771.0,GDYNIA,LESZCZYNKI
4,950000,134.0,7090.0,KRAKÓW,PODGÓRZE
3,970000,49.0,19796.0,WARSZAWA,ŚRÓDMIEŚCIE
3,500100,62.75,7970.0,WROCŁAW,PSIE POLE
3,584545,50.83,11500.0,WARSZAWA,WOLA
1,397736,34.06,11677.0,WARSZAWA,MOKOTÓW
2,405000,48.66,8323.0,KRAKÓW,BRONOWICE
3,440000,59.0,7458.0,KRAKÓW,MISTRZEJOWICE
2,345000,46.0,7500.0,KATOWICE,
2,535900,39.0,13741.0,WARSZAWA,OCHOTA
3,629000,50.0,12580.0,WARSZAWA,ŚRÓDMIEŚCIE
1,414800,29.75,13943.0,WARSZAWA,MOKOTÓW
2,289000,38.0,7605.0,PRUSZKÓW,PRUSZKÓW
4,750000,82.59,9081.0,WROCŁAW,ŚRÓDMIEŚCIE
4,752300,80.0,9404.0,WARSZAWA,
3,539000,48.0,11229.0,WARSZAWA,WOLA
1,329000,22.56,14583.0,KRAKÓW,KROWODRZA
