rooms,price,area,price_m2,city,district
2,580000,47.0,12340.0,WARSZAWA,
3,390000,62.0,6290.0,ŁÓDŹ,RETKINIA
4,506900,74.0,6850.0,TORUŃ,
2,449000,49.0,9163.0,KRAKÓW,PODGÓRZE
2,499001,48.9,10205.0,WROCŁAW,
1,255000,35.2,7244.0,WROCŁAW,FABRYCZNA
3,388900,57.9,6717.0,WROCŁAW,KRZYKI
3,425000,46.91,9060.0,KRAKÓW,
2,425000,45.12,9419.0,KRAKÓW,PRĄDNIK CZERWONY
2,443900,50.0,8878.0,WROCŁAW,
2,1299000,48.0,27063.0,WARSZAWA,ŚRÓDMIEŚCIE
2,259000,33.0,7848.0,POZNAŃ,
1,283716,52.54,5400.0,REDA,
2,443392,46.33,9570.0,KRAKÓW,MISTRZEJOWICE
1,716000,64.67,11072.0,WARSZAWA,MOKOTÓW
3,330000,57.0,5789.0,KATOWICE,
3,495000,63.5,7795.0,TORUŃ,MOKRE
3,390000,45.0,8667.0,KRAKÓW,NOWA HUTA
2,407805,43.85,9300.0,KRAKÓW,
2,250000,49.47,5054.0,BYDGOSZCZ,
2,809510,47.9,16900.0,GDAŃSK,ŚRÓDMIEŚCIE
5,1250000,145.0,8621.0,KRAKÓW,STARE MIASTO
2,569000,31.5,18063.0,WARSZAWA,ŚRÓDMIEŚCIE
2,389900,43.7,8922.0,WARSZAWA,BIAŁOŁĘKA
3,472770,51.04,9263.0,WARSZAWA,BIAŁOŁĘKA
2,333000,34.02,9788.0,WARSZAWA,WAWER MARYSIN WAWERSKI
3,468000,60.84,7692.0,GDAŃSK,PRZERÓBKA
2,345000,47.0,7340.0,WROCŁAW,
4,890000,116.0,7672.0,GDYNIA,DZIAŁKI LEŚNE
3,545000,62.0,8790.0,WARSZAWA,WŁOCHY
3,441456,64.92,6800.0,KRAKÓW,
2,388200,41.9,9265.0,WARSZAWA,URSUS
3,420000,81.5,5153.0,SZCZECIN,ŚRÓDMIEŚCIE
4,401153,59.43,6750.0,ŁÓDŹ,
3,406011,50.28,8075.0,WROCŁAW,KRZYKI
1,480000,36.0,13333.0,WARSZAWA,URSYNÓW
2,510000,57.0,8947.0,WARSZAWA,PRAGA POŁUDNIE
2,389000,48.0,8104.0,ZĄBKI,
2,483890,45.65,10600.0,GDAŃSK,SUCHANINO
3,758000,97.0,7814.0,TORUŃ,
1,387000,33.0,11727.0,WARSZAWA,WOLA
3,759000,87.76,8649.0,WARSZAWA,WŁOCHY
4,583875,93.42,6250.0,WARSZAWA,BIAŁOŁĘKA
2,419000,28.0,14964.0,WARSZAWA,WOLA
2,295000,43.0,6860.0,TORUŃ,STAWKI
3,467685,54.7,8550.0,WROCŁAW,SWOJCZYCE
3,969000,64.64,14991.0,WARSZAWA,
3,379000,57.57,6583.0,WROCŁAW,PSIE POLE
2,520000,46.0,11304.0,KRAKÓW,
3,519000,56.07,9256.0,KRAKÓW,
3,533000,56.85,9376.0,WARSZAWA,URSYNÓW
3,315000,104.0,3029.0,LEGNICA,
2,375000,38.0,9868.0,WARSZAWA,TARGÓWEK
5,1023425,101.49,10084.0,WARSZAWA,MOKOTÓW
4,1320000,147.9,8925.0,KRAKÓW,ZWIERZYNIEC
2,678340,52.18,13000.0,KRAKÓW,GRZEGÓRZKI
3,494000,53.0,9321.0,KRAKÓW,NOWA HUTA
2,379000,56.21,6743.0,BYDGOSZCZ,
3,485973,51.61,9416.0,KRAKÓW,PRĄDNIK BIAŁY
3,1250000,60.86,20539.0,WARSZAWA,ŚRÓDMIEŚCIE
1,470000,28.1,16726.0,WARSZAWA,ŚRÓDMIEŚCIE
4,551985,75.1,7350.0,WROCŁAW,STABŁOWICE
1,295000,24.4,12090.0,WARSZAWA,TARGÓWEK
3,420000,55.0,7636.0,PIASECZNO,
3,340000,98.0,3469.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,811900,58.0,13998.0,WARSZAWA,
2,215000,50.07,4294.0,SOSNOWIEC,ŚRODULA
2,434900,53.8,8084.0,WROCŁAW,
2,395000,50.6,7806.0,GDAŃSK,
2,308000,34.94,8815.0,WARSZAWA,
3,325567,51.17,6362.0,KATOWICE,
3,469800,81.58,5759.0,RZESZÓW,
2,419000,45.5,9209.0,KRAKÓW,
1,405000,33.0,12273.0,WARSZAWA,
3,559000,55.0,10164.0,WARSZAWA,MOKOTÓW
3,399000,64.9,6148.0,POZNAŃ,WINOGRADY
4,910000,130.0,7000.0,WARSZAWA,BEMOWO
3,695000,61.0,11393.0,WARSZAWA,URSYNÓW
2,215000,36.85,5834.0,ŁÓDŹ,BAŁUTY
4,757706,116.93,6480.0,WARSZAWA,
4,1054000,133.6,7889.0,WARSZAWA,WAWER
4,525000,72.0,7292.0,RZESZÓW,
3,546704,58.16,9400.0,WARSZAWA,WAWER
2,750000,46.0,16304.0,WARSZAWA,ŚRÓDMIEŚCIE
2,316000,36.0,8778.0,POZNAŃ,NOWE MIASTO
3,812928,74.21,10954.0,WARSZAWA,MOKOTÓW
3,518875,59.3,8750.0,WROCŁAW,KRZYKI
2,750000,65.0,11538.0,WARSZAWA,
2,680000,57.0,11930.0,WARSZAWA,
3,674477,63.69,10590.0,WARSZAWA,
3,1196642,68.08,17577.0,KRAKÓW,KROWODRZA
2,439000,52.0,8442.0,KRAKÓW,BIEŻANÓW-PROKOCIM
2,323000,32.0,10094.0,WARSZAWA,URSUS
3,462533,51.97,8900.0,WROCŁAW,KRZYKI
4,544833,69.94,7790.0,WROCŁAW,KRZYKI
2,545000,47.0,11596.0,WARSZAWA,BIELANY
2,365000,43.57,8377.0,GDAŃSK,NOWY PORT
2,357204,35.02,10200.0,KRAKÓW,
3,860000,72.0,11944.0,WARSZAWA,
3,1228000,78.6,15623.0,WARSZAWA,MOKOTÓW
2,275000,48.0,5729.0,ŁÓDŹ,
2,224000,45.13,4963.0,ŁÓDŹ,
3,845824,71.68,11800.0,KRAKÓW,
3,620000,63.0,9841.0,WARSZAWA,URSYNÓW
2,894940,61.72,14500.0,WARSZAWA,MOKOTÓW
2,299000,32.2,9286.0,GDAŃSK,ŁOSTOWICE
3,459000,62.0,7403.0,WROCŁAW,
2,285250,45.03,6335.0,KATOWICE,PODLESIE
3,971376,82.32,11800.0,KRAKÓW,
4,927024,99.68,9300.0,WARSZAWA,MOKOTÓW
2,380000,42.77,8885.0,WARSZAWA,BIAŁOŁĘKA
2,341000,45.4,7511.0,WROCŁAW,FABRYCZNA
3,345000,80.0,4313.0,WIELICZKA,
3,470000,44.0,10682.0,KRAKÓW,PRĄDNIK BIAŁY
4,1150000,99.39,11571.0,WARSZAWA,WILANÓW
1,270000,22.2,12162.0,WARSZAWA,
3,549000,68.0,8074.0,WROCŁAW,
2,764400,58.8,13000.0,WROCŁAW,
2,510000,44.53,11453.0,WARSZAWA,
3,612264,63.12,9700.0,POZNAŃ,SOŁACZ
3,319605,58.11,5500.0,CZĘSTOCHOWA,WRZOSOWIAK
3,470329,64.65,7275.0,WROCŁAW,KRZYKI
2,842000,70.0,12029.0,WARSZAWA,ŚRÓDMIEŚCIE
3,1050000,57.5,18261.0,SOPOT,
3,590000,83.0,7108.0,GDYNIA,WIELKI KACK
2,653000,41.2,15850.0,GDAŃSK,SOBIESZEWO
3,1040000,63.0,16508.0,WARSZAWA,ŚRÓDMIEŚCIE
1,255000,26.87,9490.0,WROCŁAW,STARE MIASTO
1,431441,27.25,15833.0,WARSZAWA,
2,719000,60.0,11983.0,WARSZAWA,WILANÓW
3,540000,60.72,8893.0,WROCŁAW,KRZYKI
3,379000,49.63,7637.0,BYDGOSZCZ,
3,459000,60.0,7650.0,WARSZAWA,WOLA
3,674830,51.91,13000.0,WARSZAWA,WOLA
2,432000,27.0,16000.0,WARSZAWA,ŚRÓDMIEŚCIE
3,711419,55.19,12890.0,KRAKÓW,ZWIERZYNIEC / WOLA JUSTOWSKA
2,456000,35.37,12892.0,KRAKÓW,CZYŻYNY
2,539000,41.0,13146.0,WARSZAWA,OCHOTA
3,570000,53.0,10755.0,WARSZAWA,
2,459000,52.9,8677.0,WARSZAWA,
2,330473,46.22,7150.0,WROCŁAW,
3,360000,63.2,5696.0,RZESZÓW,
2,418000,50.6,8261.0,WARSZAWA,PRAGA-POŁUDNIE
2,537500,50.6,10623.0,WARSZAWA,
3,545310,60.59,9000.0,WARSZAWA,BIAŁOŁĘKA
5,795000,120.0,6625.0,WROCŁAW,KRZYKI
1,429000,40.0,10725.0,WARSZAWA,BEMOWO
3,529000,53.84,9825.0,KRAKÓW,RUCZAJ
3,327182,51.6,6341.0,ŁÓDŹ,WIDZEW
2,390825,40.5,9650.0,WROCŁAW,
4,574400,66.93,8582.0,WARSZAWA,BIAŁOŁĘKA
2,495870,38.84,12767.0,GDAŃSK,WRZESZCZ DOLNY
3,710000,55.35,12827.0,WARSZAWA,MOKOTÓW
2,589000,50.0,11780.0,KRAKÓW,GRZEGÓRZKI
3,929000,64.0,14516.0,SOPOT,DOLNY
3,375000,85.4,4391.0,BYDGOSZCZ,
1,250000,22.4,11161.0,WARSZAWA,URSUS
3,542333,64.95,8350.0,WARSZAWA,WAWER
2,385000,36.4,10577.0,WROCŁAW,ŚRÓDMIEŚCIE
3,449900,65.5,6869.0,KATOWICE,
5,599000,153.0,3915.0,REDA,
2,320000,45.7,7002.0,KOŁOBRZEG,
2,649000,54.6,11886.0,WARSZAWA,WILANÓW
2,455000,43.8,10388.0,WARSZAWA,
2,354732,34.44,10300.0,KRAKÓW,
2,624000,52.0,12000.0,WARSZAWA,MOKOTÓW
2,371156,41.47,8950.0,KOŁOBRZEG,
4,740000,77.0,9610.0,KRAKÓW,GRZEGÓRZKI
3,530000,73.5,7211.0,ZĄBKI,ZĄBKI
2,521500,43.12,12094.0,GDAŃSK,
3,675315,69.8,9675.0,WROCŁAW,SWOJCZYCE
3,540000,62.7,8612.0,GDAŃSK,WRZESZCZ DOLNY
2,490000,46.0,10652.0,WARSZAWA,TARGÓWEK
3,528000,66.0,8000.0,KRAKÓW,BIEŻANÓW-PROKOCIM
2,600000,40.0,15000.0,WARSZAWA,WOLA
3,479000,51.2,9355.0,RZESZÓW,
3,950000,110.0,8636.0,WARSZAWA,WŁOCHY
2,499000,49.1,10163.0,GDYNIA,ŚRÓDMIEŚCIE
3,1000000,78.78,12694.0,KRAKÓW,STARE MIASTO
3,351845,48.22,7297.0,BYDGOSZCZ,BARTODZIEJE
2,814600,40.73,20000.0,KRAKÓW,STARE MIASTO
5,550000,132.84,4140.0,SZCZECIN,
2,540000,40.0,13500.0,WARSZAWA,ŚRÓDMIEŚCIE
3,480000,63.0,7619.0,WROCŁAW,
2,349000,40.4,8639.0,GDAŃSK,PRZYMORZE
4,1240000,100.61,12325.0,WARSZAWA,
3,1050000,78.0,13462.0,WARSZAWA,ŻOLIBORZ
2,444000,38.4,11563.0,WARSZAWA,
3,441731,48.81,9050.0,WROCŁAW,KLECINA
3,800000,68.0,11765.0,WARSZAWA,
3,549000,116.0,4733.0,SZCZECIN,
3,420000,70.0,6000.0,BYDGOSZCZ,
2,940000,73.0,12877.0,WARSZAWA,OCHOTA
4,1020000,160.0,6375.0,WARSZAWA,WAWER
3,405360,53.69,7550.0,WARSZAWA,
3,1150000,84.74,13571.0,WARSZAWA,OCHOTA
3,305000,58.6,5205.0,CZĘSTOCHOWA,PÓŁNOC
2,359293,40.37,8900.0,POZNAŃ,
3,349997,100.0,3500.0,BYDGOSZCZ,
2,593000,52.07,11389.0,WARSZAWA,TARGÓWEK
4,586080,81.4,7200.0,WARSZAWA,
1,250000,22.0,11364.0,WARSZAWA,
3,248000,53.5,4636.0,CZĘSTOCHOWA,TYSIĄCLECIE
2,746145,101.0,7388.0,WROCŁAW,KRZYKI
1,265000,34.0,7794.0,KATOWICE,OCHOJEC
3,309820,47.8,6482.0,RZESZÓW,POBITNO
2,474000,36.25,13076.0,WARSZAWA,PRAGA-POŁUDNIE
2,443532,48.21,9200.0,WROCŁAW,KRZYKI
2,550000,48.0,11458.0,WARSZAWA,PRAGA-POŁUDNIE
4,559000,90.19,6198.0,ŁÓDŹ,
3,350000,62.17,5630.0,RZESZÓW,POBITNO
1,434894,38.71,11235.0,WARSZAWA,MOKOTÓW
4,759000,150.0,5060.0,WROCŁAW,PSIE POLE
2,470000,45.0,10444.0,WARSZAWA,WŁOCHY
2,363978,33.44,10885.0,KRAKÓW,PRĄDNIK BIAŁY
1,960000,73.3,13097.0,WARSZAWA,WILANÓW
3,1199000,71.32,16812.0,WARSZAWA,WILANÓW
3,667000,80.0,8338.0,WARSZAWA,URSUS
6,757435,127.3,5950.0,WROCŁAW,
3,365000,57.0,6404.0,WROCŁAW,FABRYCZNA
2,450016,45.92,9800.0,KRAKÓW,PRĄDNIK CZERWONY
4,499000,93.1,5360.0,SZCZECIN,POGODNO
4,869400,82.8,10500.0,WROCŁAW,ŚRÓDMIEŚCIE
5,1350000,225.7,5981.0,GDYNIA,ŚRÓDMIEŚCIE
2,300000,40.06,7489.0,POZNAŃ,CENTRUM
3,665000,57.0,11667.0,WARSZAWA,ŚRÓDMIEŚCIE
2,392656,40.48,9700.0,KRAKÓW,PRĄDNIK BIAŁY
3,1200000,80.0,15000.0,WARSZAWA,URSYNÓW
3,330770,53.35,6200.0,KRAKÓW,
3,312416,54.07,5778.0,GLIWICE,CENTRUM
3,424600,57.65,7365.0,WROCŁAW,
2,537793,39.76,13526.0,WARSZAWA,
2,729000,52.05,14006.0,WARSZAWA,MOKOTÓW
3,525000,55.0,9545.0,WARSZAWA,MOKOTÓW
2,322416,44.78,7200.0,KRAKÓW,PODGÓRZE
4,811000,73.0,11110.0,WARSZAWA,MOKOTÓW
2,600000,50.51,11879.0,WARSZAWA,WOLA
2,432000,39.31,10990.0,WARSZAWA,URSYNÓW
3,343020,52.71,6508.0,GDAŃSK,MAĆKOWY
3,530000,53.0,10000.0,WARSZAWA,PRAGA-PÓŁNOC
2,337000,36.51,9230.0,WARSZAWA,
2,659000,60.08,10969.0,WARSZAWA,WILANÓW
3,870000,65.0,13385.0,KRAKÓW,PODGÓRZE
2,416160,46.24,9000.0,WARSZAWA,WAWER
2,410000,50.0,8200.0,WROCŁAW,FABRYCZNA
2,341951,49.63,6890.0,WROCŁAW,FABRYCZNA
3,549000,52.75,10408.0,WARSZAWA,BEMOWO
4,999997,88.9,11249.0,WROCŁAW,
2,539000,40.0,13475.0,WARSZAWA,ŚRÓDMIEŚCIE
3,632000,52.8,11970.0,WARSZAWA,URSYNÓW
3,749000,65.0,11523.0,GDAŃSK,WRZESZCZ
2,523999,48.1,10894.0,WARSZAWA,BIELANY
2,250000,45.13,5540.0,ŁÓDŹ,TEOFILÓW
2,383531,51.46,7453.0,POZNAŃ,JEŻYCE/OGRODY
4,445350,58.97,7552.0,GDYNIA,OKSYWIE
2,479000,38.0,12605.0,KRAKÓW,PODGÓRZE
3,499000,62.5,7984.0,KRAKÓW,PODGÓRZE
3,930000,85.2,10915.0,WARSZAWA,MOKOTÓW
3,525000,68.14,7705.0,PIASECZNO,
2,368900,34.81,10598.0,WARSZAWA,BEMOWO
1,420841,37.45,11237.0,WARSZAWA,
4,1287500,101.18,12725.0,WROCŁAW,
3,925000,69.85,13243.0,WARSZAWA,ŚRÓDMIEŚCIE POŁUDNIOWE
4,615378,82.13,7493.0,POZNAŃ,MALTA
3,570500,72.86,7830.0,CZĘSTOCHOWA,PARKITKA
1,449000,34.0,13206.0,KRAKÓW,ŚRÓDMIEŚCIE
3,595000,56.69,10496.0,WARSZAWA,BIELANY
3,655000,67.0,9776.0,WARSZAWA,
3,597288,60.7,9840.0,WROCŁAW,PSIE POLE
3,652800,51.0,12800.0,KRAKÓW,KROWODRZA
2,449000,45.0,9978.0,GDAŃSK,PRZYMORZE
3,669000,81.0,8259.0,KOŁOBRZEG,
3,575280,58.97,9755.0,WARSZAWA,BEMOWO
2,515000,39.5,13038.0,WARSZAWA,ŚRÓDMIEŚCIE
2,699500,50.0,13990.0,WARSZAWA,WOLA
4,649000,79.0,8215.0,KRAKÓW,PODGÓRZE
4,802725,48.65,16500.0,WARSZAWA,MOKOTÓW
3,499000,55.91,8925.0,KRAKÓW,BRONOWICE
2,900000,97.0,9278.0,WROCŁAW,KRZYKI
2,298088,40.89,7290.0,KATOWICE,
3,495000,63.4,7808.0,GDAŃSK,CHEŁM
3,566305,71.35,7937.0,WARSZAWA,BIAŁOŁĘKA
1,344844,31.93,10800.0,KRAKÓW,
2,425000,53.7,7914.0,WARSZAWA,BIAŁOŁĘKA
2,400000,41.37,9669.0,WARSZAWA,URSUS
2,275000,50.0,5500.0,KATOWICE,PIOTROWICE
3,560000,94.0,5957.0,WROCŁAW,FABRYCZNA
5,538928,103.64,5200.0,WROCŁAW,
2,259000,71.75,3610.0,ŁÓDŹ,ŚRÓDMIEŚCIE
2,790000,45.0,17556.0,WARSZAWA,MOKOTÓW
3,720000,77.22,9324.0,KRAKÓW,KROWODRZA
2,230000,38.0,6053.0,KATOWICE,OCHOJEC
3,399000,57.9,6891.0,TORUŃ,
2,406000,47.76,8501.0,KRAKÓW,ŁAGIEWNIKI-BOREK FAŁĘCKI
3,590000,62.0,9516.0,WARSZAWA,
4,465000,65.69,7079.0,KRAKÓW,PODGÓRZE DUCHACKIE
3,331116,53.84,6150.0,GLIWICE,
1,240000,23.2,10345.0,KRAKÓW,KROWODRZA
2,377000,50.0,7540.0,WROCŁAW,ŚRÓDMIEŚCIE
1,295000,35.0,8429.0,KRAKÓW,STARE MIASTO
3,473860,49.88,9500.0,KRAKÓW,
3,570000,51.0,11176.0,WARSZAWA,WOLA
3,538000,78.32,6869.0,KRAKÓW,
2,397130,52.34,7588.0,WARSZAWA,BIAŁOŁĘKA
2,870000,54.39,15996.0,KRAKÓW,PODGÓRZE
4,483226,70.4,6864.0,WROCŁAW,OPORÓW
4,1290000,123.0,10488.0,WARSZAWA,MOKOTÓW
2,297864,47.28,6300.0,POZNAŃ,
3,657330,63.7,10319.0,WARSZAWA,MOKOTÓW
2,309000,47.0,6574.0,TORUŃ,
3,502054,53.41,9400.0,KRAKÓW,MISTRZEJOWICE
1,399000,37.04,10772.0,WROCŁAW,
2,423941,59.71,7100.0,WROCŁAW,KRZYKI
3,449000,84.0,5345.0,KRAKÓW,BIEŻANÓW-PROKOCIM
1,313950,27.3,11500.0,KRAKÓW,PRĄDNIK BIAŁY
3,304000,55.7,5458.0,RZESZÓW,DRABINIANKA
2,624900,39.5,15820.0,WARSZAWA,
2,478600,49.56,9657.0,WARSZAWA,BEMOWO
4,800000,73.26,10920.0,WARSZAWA,URSYNÓW
2,499740,54.0,9254.0,POZNAŃ,CENTRUM
3,675000,92.0,7337.0,WROCŁAW,
3,1100000,65.0,16923.0,WARSZAWA,
4,1076355,91.8,11725.0,WROCŁAW,PSIE POLE
2,540000,39.87,13544.0,WARSZAWA,ŚRÓDMIEŚCIE
3,469788,63.7,7375.0,WROCŁAW,KRZYKI
3,499000,48.3,10331.0,WARSZAWA,ŻOLIBORZ
1,480000,39.0,12308.0,WARSZAWA,BIELANY
3,400575,53.41,7500.0,ŁÓDŹ,
2,430000,46.59,9229.0,WARSZAWA,BIAŁOŁĘKA
4,533000,113.0,4717.0,WROCŁAW,FABRYCZNA
3,549000,55.3,9928.0,KRAKÓW,UGOREK
2,525420,37.8,13900.0,SOPOT,
3,742000,57.0,13018.0,WARSZAWA,MOKOTÓW
3,700000,65.0,10769.0,WARSZAWA,WŁOCHY
3,970000,81.6,11887.0,WARSZAWA,WOLA
2,329990,41.0,8049.0,WROCŁAW,KRZYKI
3,610000,58.0,10517.0,WARSZAWA,
3,456276,48.54,9400.0,KRAKÓW,
3,524129,58.49,8961.0,WARSZAWA,BIAŁOŁĘKA
3,390500,49.84,7835.0,CZĘSTOCHOWA,PARKITKA
2,356000,40.6,8768.0,RZESZÓW,
1,384000,24.0,16000.0,WARSZAWA,ŚRÓDMIEŚCIE
1,329508,29.16,11300.0,KRAKÓW,
2,387500,31.0,12500.0,WARSZAWA,MOKOTÓW
2,485000,73.54,6595.0,ŁÓDŹ,WIDZEW
4,642550,71.0,9050.0,WROCŁAW,KRZYKI
4,347300,56.13,6187.0,ŁÓDŹ,
2,250000,35.0,7143.0,KRAKÓW,BIEŻANÓW
2,437000,38.0,11500.0,WARSZAWA,
3,601000,60.98,9856.0,WARSZAWA,WŁOCHY
3,473440,53.8,8800.0,WROCŁAW,SWOJCZYCE
3,417000,46.5,8968.0,WARSZAWA,MOKOTÓW
2,459000,47.85,9592.0,WROCŁAW,STARE MIASTO
5,1118345,100.3,11150.0,WROCŁAW,SWOJCZYCE
3,319000,42.0,7595.0,BYDGOSZCZ,
1,299000,23.0,13000.0,WARSZAWA,
1,430000,38.0,11316.0,KRAKÓW,
2,310053,34.05,9106.0,WARSZAWA,BIAŁOŁĘKA
2,720000,43.85,16420.0,WARSZAWA,ŚRÓDMIEŚCIE
2,527301,42.87,12300.0,WARSZAWA,MOKOTÓW
1,350000,36.0,9722.0,POZNAŃ,JEŻYCE
4,998500,107.0,9332.0,WARSZAWA,MOKOTÓW
2,949900,46.0,20650.0,WARSZAWA,WOLA
2,450000,52.63,8550.0,GDAŃSK,
3,349000,63.6,5487.0,RZESZÓW,MIŁOCIN
4,391400,76.2,5136.0,SZCZECIN,
1,503680,39.35,12800.0,WROCŁAW,KRZYKI
2,429000,54.0,7944.0,WROCŁAW,
2,270000,63.15,4276.0,GLIWICE,ŚRÓDMIEŚCIE
2,410000,34.0,12059.0,WARSZAWA,PRAGA-POŁUDNIE
3,555000,64.0,8672.0,WARSZAWA,
4,784000,73.3,10696.0,WARSZAWA,MOKOTÓW
3,460000,63.7,7221.0,MARKI,
3,681912,69.59,9799.0,WARSZAWA,PRAGA-POŁUDNIE
3,330000,60.0,5500.0,KATOWICE,ŚRÓDMIEŚCIE
3,467000,50.0,9340.0,WARSZAWA,BIELANY
1,276454,34.6,7990.0,GDAŃSK,SIEDLCE
1,217374,37.07,5864.0,RZESZÓW,
2,402662,39.08,10304.0,KRAKÓW,PRĄDNIK BIAŁY
2,338300,43.3,7813.0,WROCŁAW,JAGODNO
3,309000,46.9,6588.0,BYDGOSZCZ,
2,440000,48.82,9013.0,KRAKÓW,PRĄDNIK BIAŁY
2,315000,59.49,5295.0,ŁÓDŹ,
2,419000,48.88,8572.0,GDAŃSK,KIEŁPINEK
3,650000,64.0,10156.0,WARSZAWA,URSUS
3,299000,67.75,4413.0,GLIWICE,
2,650000,37.5,17333.0,WARSZAWA,ŚRÓDMIEŚCIE
2,386216,48.95,7890.0,WROCŁAW,PSIE POLE
3,699000,70.27,9947.0,WARSZAWA,MOKOTÓW
3,1293000,89.23,14491.0,SOPOT,WYŚCIGI
3,335000,54.52,6145.0,ŁÓDŹ,GÓRNA
3,1109160,82.16,13500.0,WARSZAWA,MOKOTÓW
3,426140,59.6,7150.0,WROCŁAW,FABRYCZNA
2,902590,68.9,13100.0,WARSZAWA,MOKOTÓW
3,269000,53.0,5075.0,ŁÓDŹ,
2,482016,50.21,9600.0,POZNAŃ,GRUNWALD
3,507461,57.0,8903.0,WARSZAWA,BIAŁOŁĘKA TARCHOMIN
4,1200000,108.7,11040.0,KRAKÓW,STARE MIASTO
4,1372950,103.0,13330.0,WARSZAWA,MOKOTÓW
2,585001,47.6,12290.0,WROCŁAW,
2,585000,40.0,14625.0,WARSZAWA,WOLA
3,427424,57.76,7400.0,KRAKÓW,
4,531468,79.8,6660.0,BYDGOSZCZ,CZYŻKÓWKO
2,259000,38.0,6816.0,TORUŃ,
3,310000,56.0,5536.0,ŁÓDŹ,RETKINIA
2,778872,56.44,13800.0,KRAKÓW,GRZEGÓRZKI
1,270000,17.5,15429.0,WARSZAWA,OCHOTA
3,1000000,83.0,12048.0,WARSZAWA,ŚRÓDMIEŚCIE
3,539726,67.03,8052.0,WARSZAWA,BIAŁOŁĘKA
3,414000,55.29,7488.0,WARSZAWA,
2,425000,52.9,8034.0,WARSZAWA,BIAŁOŁĘKA
1,280000,24.0,11667.0,KRAKÓW,
3,650000,64.0,10156.0,WARSZAWA,
2,450000,40.0,11250.0,KRAKÓW,PODGÓRZE
4,689000,78.4,8788.0,GDAŃSK,ORUNIA GÓRNA
3,649000,76.43,8491.0,WARSZAWA,BEMOWO
5,940000,95.51,9842.0,GDYNIA,ŚRÓDMIEŚCIE
2,465000,38.5,12078.0,WARSZAWA,OCHOTA
4,369000,74.2,4973.0,GDYNIA,DĄBROWA
2,230000,38.17,6026.0,BYDGOSZCZ,
2,452025,44.1,10250.0,WROCŁAW,SWOJCZYCE
3,411000,59.02,6964.0,WARSZAWA,BIAŁOŁĘKA ŻERAŃ
3,1160000,80.71,14372.0,WARSZAWA,ŻOLIBORZ
3,333731,54.71,6100.0,GLIWICE,
4,563728,64.06,8800.0,KRAKÓW,RUCZAJ
3,790000,59.0,13390.0,KRAKÓW,PRĄDNIK CZERWONY
2,328900,51.0,6449.0,KATOWICE,
1,1250000,56.0,22321.0,WARSZAWA,MOKOTÓW
2,870000,75.0,11600.0,WARSZAWA,MOKOTÓW
3,500000,84.11,5945.0,CZĘSTOCHOWA,PÓŁNOC
2,486000,54.0,9000.0,WARSZAWA,MOKOTÓW
5,1198682,118.91,10081.0,WARSZAWA,MOKOTÓW
1,269000,27.2,9890.0,WARSZAWA,TARGÓWEK BRÓDNO
3,637000,90.7,7023.0,GDYNIA,OBŁUŻE
2,268000,51.0,5255.0,CZĘSTOCHOWA,
3,320900,50.0,6418.0,TORUŃ,KONIUCHY
2,376270,38.2,9850.0,WROCŁAW,PSIE POLE
4,363855,57.3,6350.0,GLIWICE,
2,469000,40.67,11532.0,WROCŁAW,ŚRÓDMIEŚCIE
3,349000,61.3,5693.0,SZCZECIN,
4,1047750,95.25,11000.0,WARSZAWA,
3,600000,75.0,8000.0,WROCŁAW,ŚRÓDMIEŚCIE
1,559710,47.98,11665.0,GDAŃSK,
3,536726,67.94,7900.0,WROCŁAW,
3,1095000,75.59,14486.0,WARSZAWA,MOKOTÓW
3,400000,53.4,7491.0,WROCŁAW,GĄDÓW
4,673228,68.16,9877.0,BYDGOSZCZ,CENTRUM
2,219000,42.8,5117.0,CZĘSTOCHOWA,
3,280000,52.0,5385.0,CZĘSTOCHOWA,
4,967708,81.32,11900.0,KATOWICE,
4,446656,79.76,5600.0,RZESZÓW,
5,1034830,98.1,10549.0,WARSZAWA,MOKOTÓW
2,436000,40.05,10886.0,WARSZAWA,
2,245756,37.52,6550.0,GLIWICE,
1,262000,30.8,8506.0,WARSZAWA,URSUS
2,720000,58.33,12344.0,KRAKÓW,GRZEGÓRZKI
2,663000,44.0,15068.0,WARSZAWA,MOKOTÓW
2,392171,40.19,9758.0,WARSZAWA,URSUS
4,999000,68.0,14691.0,KRAKÓW,
3,1013643,82.41,12300.0,KRAKÓW,GRZEGÓRZKI
2,459000,58.0,7914.0,WROCŁAW,FABRYCZNA
2,359000,46.4,7737.0,POZNAŃ,WILDA
3,950000,80.0,11875.0,WARSZAWA,MOKOTÓW
3,990000,72.0,13750.0,WARSZAWA,ŚRÓDMIEŚCIE
3,903000,65.0,13892.0,WARSZAWA,WILANÓW
3,594150,69.9,8500.0,WARSZAWA,WŁOCHY
4,849000,70.05,12120.0,WROCŁAW,STARE MIASTO
6,1290000,122.0,10574.0,KRAKÓW,STARE MIASTO
1,415000,28.5,14561.0,KRAKÓW,MIESZKAJ W MIEŚCIE
4,899000,90.0,9989.0,WROCŁAW,
3,470000,64.9,7242.0,BYDGOSZCZ,BIELAWY
3,540000,64.0,8438.0,WARSZAWA,URSYNÓW
2,469000,46.0,10196.0,KRAKÓW,GRZEGÓRZKI
2,625000,50.0,12500.0,WARSZAWA,ŚRÓDMIEŚCIE
