id,Cena,Powierzchnia,Liczba pokoi,Rynek,Piętro,Rok budowy,Rodzaj zabudowy,Liczba pięter,Materiał budynku,Ogrzewanie,Stan wykończenia,Forma własności,Okna,Czynsz
ID4a457,1352000.0,85.5,3.0,pierwotny,parter,,,2.0,,,,,,
ID4aO1w,388000.0,23.0,1.0,wtórny,parter,,blok,4.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,
ID4cYeL,686000.0,65.63,3.0,pierwotny,4,2022.0,apartamentowiec,4.0,silikat,miejskie,do wykończenia,pełna własność,plastikowe,
ID4dmS6,660000.0,50.0,3.0,wtórny,2,,,4.0,,,do remontu,pełna własność,plastikowe,
ID4cVtR,968660.0,69.22,3.0,pierwotny,8,,apartamentowiec,,inne,,do zamieszkania,,,
ID4dfE1,449000.0,35.0,1.0,wtórny,4,,,10.0,,miejskie,,pełna własność,plastikowe,
ID4aWQC,4500000.0,303.0,5.0,wtórny,8,2012.0,,8.0,,,,,,
ID4d7HS,920000.0,58.9,3.0,wtórny,4,2015.0,blok,7.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4bMfR,1165000.0,68.7,3.0,wtórny,parter,2017.0,apartamentowiec,7.0,,miejskie,do zamieszkania,pełna własność,plastikowe,800 zł
ID4cZ77,799000.0,53.6,3.0,wtórny,10+,,,15.0,,,,,,
ID4cIsn,999000.0,80.0,4.0,pierwotny,7,2021.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,,plastikowe,
ID4bWbR,799000.0,48.0,2.0,wtórny,8,2006.0,blok,8.0,cegła,inne,do zamieszkania,pełna własność,plastikowe,
ID4d7jj,1199000.0,80.0,4.0,wtórny,7,2020.0,blok,7.0,cegła,miejskie,,pełna własność,plastikowe,
ID4cTlY,650000.0,35.0,2.0,pierwotny,2,2021.0,loft,2.0,beton,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4cUzm,1450000.0,93.3,3.0,wtórny,2,2020.0,apartamentowiec,3.0,cegła,,,,,
ID4aW1B,3790000.0,172.0,5.0,wtórny,,,,2.0,,,,,,
ID4cz5U,792000.0,64.5,3.0,wtórny,1,1972.0,blok,4.0,cegła,miejskie,,,plastikowe,630 zł
ID4dj8S,550000.0,40.0,2.0,wtórny,7,1960.0,blok,7.0,,miejskie,,pełna własność,plastikowe,550 zł
ID4ck58,3200000.0,146.0,5.0,wtórny,1,1921.0,,2.0,,,,,,
ID4cAio,3477777.0,161.0,4.0,wtórny,1,2015.0,apartamentowiec,3.0,żelbet,miejskie,do zamieszkania,pełna własność,drewniane,1 400 zł
ID4dmQT,870000.0,40.0,2.0,wtórny,1,2020.0,blok,7.0,,miejskie,do zamieszkania,pełna własność,drewniane,"666,32 zł"
ID4cICF,650000.0,53.0,2.0,wtórny,3,1994.0,apartamentowiec,7.0,,miejskie,do zamieszkania,pełna własność,plastikowe,700 zł
ID4d0fR,1365000.0,69.0,3.0,wtórny,4,2009.0,apartamentowiec,9.0,,,do zamieszkania,pełna własność,,800 zł
ID4d1Lx,795000.0,55.0,2.0,wtórny,3,,,5.0,,,,,,
ID4djmD,2350000.0,103.07,3.0,wtórny,2,1935.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID49Vot,379000.0,35.0,2.0,wtórny,5,1980.0,,11.0,,,,spółdzielcze własnościowe,,570 zł
ID4db9k,670000.0,57.1,3.0,wtórny,parter,,blok,15.0,,,,pełna własność,,
ID4dkEW,940000.0,73.1,4.0,wtórny,9,2020.0,apartamentowiec,10.0,,,,,,
ID4cM3q,685000.0,55.69,3.0,wtórny,6,1974.0,blok,10.0,wielka płyta,miejskie,do wykończenia,spółdzielcze własnościowe,plastikowe,554 zł
ID4d04b,999000.0,50.14,2.0,wtórny,6,2003.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,480 zł
ID4cDmt,720000.0,64.3,4.0,wtórny,6,1974.0,blok,11.0,wielka płyta,miejskie,do zamieszkania,,plastikowe,510 zł
ID4d73k,433000.0,31.0,1.0,wtórny,4,1975.0,blok,10.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,350 zł
ID49qfR,630000.0,59.04,3.0,wtórny,2,1985.0,,4.0,,,do zamieszkania,,plastikowe,5 570 zł
ID4cdQj,579000.0,49.0,3.0,wtórny,9,1970.0,blok,9.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,430 zł
ID4bcZa,499000.0,42.0,3.0,wtórny,6,1970.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,450 zł
ID4cJHg,830000.0,80.0,4.0,wtórny,3,1978.0,blok,3.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,,
ID4c85g,699000.0,74.0,2.0,wtórny,10,2003.0,blok,11.0,inne,miejskie,do remontu,,,
ID4ddFx,399000.0,30.22,2.0,wtórny,parter,1955.0,kamienica,5.0,cegła,miejskie,,pełna własność,plastikowe,600 zł
ID4ddHW,664000.0,48.4,2.0,wtórny,parter,1968.0,blok,3.0,cegła,miejskie,do zamieszkania,pełna własność,,480 zł
ID4624Q,1170000.0,78.0,3.0,wtórny,parter,2006.0,apartamentowiec,4.0,,miejskie,do zamieszkania,pełna własność,plastikowe,1 050 zł
ID4caRv,630000.0,45.0,2.0,wtórny,parter,,apartamentowiec,,,,,,,571 zł
ID45VsP,2550000.0,118.5,3.0,wtórny,1,2005.0,apartamentowiec,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,1 100 zł
ID4aASb,745000.0,52.0,2.0,pierwotny,parter,2021.0,apartamentowiec,2.0,cegła,miejskie,,pełna własność,plastikowe,
ID4chrU,890000.0,61.24,3.0,wtórny,3,2019.0,apartamentowiec,6.0,pustak,miejskie,do zamieszkania,,,
ID4bmvc,999999.0,92.04,4.0,wtórny,1,2021.0,apartamentowiec,7.0,,,do wykończenia,pełna własność,,880 zł
ID4bN4k,443000.0,48.0,3.0,wtórny,4,1974.0,blok,4.0,inne,miejskie,do zamieszkania,,plastikowe,
ID4d2uQ,547300.0,33.0,2.0,pierwotny,6,2022.0,blok,11.0,cegła,miejskie,,,drewniane,
ID4ceLV,665000.0,50.0,2.0,wtórny,parter,,,3.0,,,,spółdzielcze wł. z KW,,650 zł
ID4dn3e,1450000.0,100.0,4.0,wtórny,2,2006.0,blok,10.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 000 zł
ID4cH5j,465000.0,36.8,2.0,wtórny,10,1980.0,blok,11.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,,515 zł
ID4cBG2,914700.0,66.08,3.0,wtórny,10+,2008.0,apartamentowiec,16.0,,,do zamieszkania,pełna własność,plastikowe,750 zł
ID4aaX1,1738188.0,109.32,4.0,pierwotny,parter,2020.0,apartamentowiec,2.0,,gazowe,,,,
ID4daRr,506700.0,32.08,2.0,pierwotny,parter,2022.0,apartamentowiec,11.0,silikat,miejskie,do wykończenia,pełna własność,drewniane,
ID4cCSD,840000.0,50.54,3.0,wtórny,2,1967.0,kamienica,4.0,cegła,miejskie,do remontu,pełna własność,drewniane,700 zł
ID4bgfX,862500.0,69.0,3.0,wtórny,1,2009.0,,9.0,,,do zamieszkania,pełna własność,,1 100 zł
ID4cZkJ,320000.0,17.0,1.0,wtórny,1,1957.0,,4.0,,,,pełna własność,,300 zł
ID48fRJ,2200000.0,158.0,5.0,pierwotny,6,2020.0,apartamentowiec,6.0,,miejskie,do wykończenia,,aluminiowe,
ID4bIAR,814800.0,58.2,2.0,wtórny,7,2007.0,blok,7.0,cegła,miejskie,do wykończenia,pełna własność,plastikowe,
ID4bGZf,1250000.0,65.2,3.0,wtórny,3,2006.0,apartamentowiec,5.0,cegła,,,pełna własność,drewniane,550 zł
ID4709a,3490000.0,170.0,5.0,wtórny,2,2013.0,apartamentowiec,2.0,,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dcZQ,433000.0,31.0,1.0,wtórny,4,1975.0,blok,10.0,,miejskie,,spółdzielcze wł. z KW,,350 zł
ID4cN6f,3390000.0,172.0,5.0,wtórny,2,2019.0,apartamentowiec,2.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,1 650 zł
ID4c4aO,499000.0,50.94,2.0,wtórny,3,1992.0,,3.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,,751 zł
ID4cCCL,899000.0,66.0,3.0,wtórny,2,1930.0,kamienica,4.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,650 zł
ID48h9w,870000.0,70.0,3.0,wtórny,2,2019.0,apartamentowiec,3.0,,,do zamieszkania,pełna własność,drewniane,590 zł
ID49QOC,599000.0,48.0,3.0,wtórny,7,1975.0,blok,11.0,inne,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,500 zł
ID4d0BS,750000.0,53.09,2.0,wtórny,parter,2004.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,900 zł
ID49a4p,1150000.0,100.0,3.0,wtórny,3,2009.0,apartamentowiec,9.0,cegła,miejskie,do zamieszkania,pełna własność,,1 000 zł
ID48T1R,510000.0,44.53,2.0,wtórny,4,,kamienica,4.0,cegła,,,,,300 zł
ID4dc5Y,809000.0,74.5,3.0,wtórny,3,1988.0,blok,5.0,,,,,,
ID3YkCE,2550000.0,118.5,3.0,wtórny,1,2007.0,apartamentowiec,4.0,,miejskie,do zamieszkania,pełna własność,,
ID4ddPh,1090000.0,65.0,3.0,wtórny,2,,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4akwp,862500.0,69.0,3.0,wtórny,1,2009.0,apartamentowiec,9.0,cegła,miejskie,do zamieszkania,,,
ID47Dx7,1769000.0,122.0,5.0,wtórny,4,1927.0,kamienica,4.0,cegła,miejskie,,spółdzielcze własnościowe,,1 100 zł
ID4cPZw,690000.0,53.31,5.0,wtórny,3,1975.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,,
ID4dkAv,699000.0,57.5,3.0,wtórny,6,1978.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,700 zł
ID4dfhC,1400000.0,86.9,3.0,wtórny,3,2004.0,apartamentowiec,5.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,900 zł
ID4dhSw,464200.0,42.2,2.0,wtórny,1,1976.0,blok,9.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,
ID4deJ1,2630000.0,133.45,4.0,pierwotny,8,2020.0,apartamentowiec,8.0,,miejskie,do wykończenia,pełna własność,drewniane,
ID4bPZc,980000.0,80.6,3.0,wtórny,3,1965.0,kamienica,3.0,cegła,miejskie,,pełna własność,,860 zł
ID4cKDU,599000.0,44.0,2.0,wtórny,3,1970.0,kamienica,,cegła,,,pełna własność,,550 zł
ID46Jc7,1776000.0,111.0,3.0,pierwotny,8,,,10.0,,,,,,
ID4bUWp,1470000.0,92.77,3.0,wtórny,1,2020.0,blok,6.0,cegła,miejskie,do zamieszkania,pełna własność,,
ID4diEC,365000.0,30.9,1.0,wtórny,2,1974.0,blok,11.0,wielka płyta,miejskie,do wykończenia,spółdzielcze wł. z KW,plastikowe,
ID4cCr9,1494370.0,103.0,3.0,pierwotny,2,2022.0,apartamentowiec,8.0,inne,miejskie,do wykończenia,,plastikowe,950 zł
ID4dldF,730696.0,41.32,2.0,pierwotny,1,,apartamentowiec,8.0,inne,,do zamieszkania,,,
ID4bpvU,772200.0,59.4,2.0,wtórny,9,,blok,11.0,cegła,,,,,
ID47nFx,549999.0,48.0,2.0,wtórny,2,1955.0,blok,5.0,cegła,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,500 zł
ID495Ds,3100000.0,161.0,5.0,wtórny,3,2001.0,apartamentowiec,5.0,,,do zamieszkania,,drewniane,3 100 zł
ID4dkdq,369063.88,28.38,1.0,pierwotny,1,2022.0,blok,10.0,,miejskie,,,plastikowe,
ID3cOhV,485000.0,44.0,2.0,wtórny,10+,1977.0,blok,15.0,,miejskie,,spółdzielcze własnościowe,drewniane,450 zł
ID4d5jG,1030000.0,71.5,3.0,wtórny,2,,apartamentowiec,6.0,,,do zamieszkania,pełna własność,,
ID4dj2D,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4dmed,1078700.0,61.64,2.0,pierwotny,2,1936.0,kamienica,4.0,cegła,miejskie,do wykończenia,,drewniane,61 zł
ID4bfTm,448770.0,28.0,1.0,pierwotny,10,2022.0,apartamentowiec,10.0,cegła,miejskie,,pełna własność,plastikowe,
ID4a7Xt,799000.0,83.0,3.0,wtórny,1,2012.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,800 zł
ID4c2H6,529000.0,36.0,2.0,wtórny,2,1956.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4cPMa,599000.0,43.0,2.0,wtórny,3,,,11.0,,,do zamieszkania,pełna własność,plastikowe,550 zł
ID4cX9N,359000.0,31.0,1.0,wtórny,7,1975.0,blok,10.0,wielka płyta,miejskie,do remontu,pełna własność,,340 zł
ID4dbvC,1399000.0,80.18,3.0,wtórny,3,2020.0,apartamentowiec,,,miejskie,do zamieszkania,pełna własność,plastikowe,900 zł
ID4bBSt,786900.0,60.7,2.0,wtórny,7,2007.0,,7.0,cegła,miejskie,do zamieszkania,pełna własność,,750 zł
ID4bvbO,569000.0,49.4,3.0,wtórny,2,1975.0,blok,4.0,beton,miejskie,do zamieszkania,,,390 zł
ID49X5G,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4d5vy,1670000.0,90.0,3.0,wtórny,10+,1999.0,apartamentowiec,16.0,cegła,miejskie,do zamieszkania,pełna własność,aluminiowe,1 000 zł
ID4awNN,1440000.0,93.0,4.0,pierwotny,2,2021.0,apartamentowiec,2.0,cegła,miejskie,,pełna własność,plastikowe,
ID4dl68,889000.0,55.5,3.0,wtórny,2,2020.0,blok,7.0,silikat,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4bfOx,420000.0,32.35,1.0,wtórny,parter,1954.0,kamienica,4.0,cegła,,do remontu,pełna własność,,270 zł
ID4dfJo,533866.0,42.91,2.0,pierwotny,parter,2022.0,apartamentowiec,3.0,,miejskie,do wykończenia,pełna własność,plastikowe,
ID4dkCz,913500.0,63.0,4.0,wtórny,2,1955.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,700 zł
ID4cBtK,949000.0,81.5,3.0,wtórny,5,1938.0,kamienica,5.0,cegła,,do zamieszkania,pełna własność,,845 zł
ID4ddl8,690000.0,55.2,4.0,wtórny,parter,1975.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,500 zł
ID4d14s,2400000.0,134.0,4.0,wtórny,1,,,5.0,,,do zamieszkania,,,
ID49wAJ,599000.0,48.2,3.0,wtórny,7,1975.0,blok,11.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,500 zł
ID4d7eo,740000.0,43.06,2.0,wtórny,parter,2017.0,apartamentowiec,6.0,,,,pełna własność,,
ID4cXLu,819000.0,55.3,3.0,wtórny,2,2011.0,apartamentowiec,4.0,pustak,miejskie,do zamieszkania,pełna własność,,450 zł
ID4c3k8,3100000.0,240.0,5.0,wtórny,1,1921.0,kamienica,2.0,cegła,,,pełna własność,,
ID4dgN1,540000.0,57.9,3.0,wtórny,10+,,blok,13.0,,,,pełna własność,drewniane,
ID4dfvq,379000.0,31.08,2.0,wtórny,7,1975.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,350 zł
ID4diev,1480000.0,138.0,4.0,wtórny,1,2000.0,apartamentowiec,2.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,1 200 zł
ID4dbqh,740000.0,60.0,3.0,wtórny,7,,,10.0,,,,,,
ID4auC1,774900.0,80.0,1.0,pierwotny,1,,blok,,,inne,,,,
ID4dlm9,1480000.0,133.5,4.0,wtórny,1,2001.0,blok,2.0,,miejskie,do remontu,pełna własność,,1 580 zł
ID4d58b,2070000.0,124.0,4.0,wtórny,2,2019.0,apartamentowiec,2.0,,miejskie,,pełna własność,,1 300 zł
ID4d9IM,355000.0,20.6,1.0,wtórny,2,2020.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4cR7g,463000.0,33.44,1.0,wtórny,1,2004.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,450 zł
ID4d1s7,313600.0,22.4,1.0,wtórny,4,1964.0,,5.0,cegła,miejskie,do zamieszkania,,plastikowe,350 zł
ID4c8XC,1320000.0,93.0,3.0,wtórny,1,2011.0,,4.0,,,do zamieszkania,,,
ID4c889,795000.0,49.7,2.0,wtórny,3,1936.0,kamienica,4.0,cegła,miejskie,,pełna własność,plastikowe,
ID4diLg,535000.0,56.2,3.0,wtórny,10+,1973.0,blok,12.0,wielka płyta,miejskie,do remontu,spółdzielcze własnościowe,,550 zł
ID4dlAT,448000.0,29.0,1.0,pierwotny,10,,blok,10.0,cegła,miejskie,,pełna własność,plastikowe,
ID4d5Xc,649000.0,42.45,2.0,wtórny,2,2010.0,blok,6.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4bKSb,549000.0,46.75,3.0,wtórny,3,1974.0,blok,4.0,żelbet,miejskie,do remontu,pełna własność,plastikowe,430 zł
ID4dlmb,770000.0,64.91,2.0,wtórny,parter,2009.0,apartamentowiec,7.0,cegła,,do zamieszkania,pełna własność,,620 zł
ID4b4Jf,2375000.0,130.0,4.0,wtórny,1,1992.0,kamienica,3.0,,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4dmF5,2730000.0,113.4,3.0,wtórny,2,2020.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 200 zł
ID4d94T,2950000.0,164.0,3.0,wtórny,5,1993.0,apartamentowiec,7.0,,miejskie,do zamieszkania,pełna własność,,
ID4dmzp,2898066.0,155.81,4.0,pierwotny,2,2020.0,,2.0,,,do wykończenia,,,
ID495PO,2550000.0,118.5,3.0,wtórny,1,2006.0,apartamentowiec,2.0,,,,,,
ID4cWET,998600.0,62.0,3.0,pierwotny,1,2022.0,apartamentowiec,8.0,,miejskie,do zamieszkania,pełna własność,,600 zł
ID4bJhF,4500000.0,303.0,4.0,wtórny,8,2012.0,apartamentowiec,8.0,,,do wykończenia,,,
ID4cFWS,480000.0,51.0,2.0,wtórny,3,1992.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,
ID4cFK6,667000.0,52.5,2.0,wtórny,1,2010.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,460 zł
ID4cWgm,471999.0,28.0,1.0,pierwotny,5,2022.0,blok,11.0,cegła,miejskie,,,drewniane,
ID4btWa,2080000.0,114.0,3.0,wtórny,2,2003.0,apartamentowiec,3.0,,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4di3G,710000.0,51.1,3.0,wtórny,2,,blok,10.0,wielka płyta,miejskie,,spółdzielcze wł. z KW,plastikowe,620 zł
ID4c8Gb,485000.0,44.1,2.0,wtórny,10+,1977.0,blok,15.0,wielka płyta,miejskie,do remontu,pełna własność,,420 zł
ID4ctKK,579000.0,45.32,2.0,wtórny,1,2021.0,apartamentowiec,6.0,,miejskie,do wykończenia,pełna własność,,470 zł
ID4aq9j,2200000.0,88.0,4.0,wtórny,1,,apartamentowiec,4.0,,,do zamieszkania,pełna własność,,1 200 zł
ID4bV3u,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4ccJh,996000.0,62.5,3.0,pierwotny,parter,2021.0,blok,2.0,beton,miejskie,do wykończenia,pełna własność,drewniane,
ID4ddFM,1399000.0,80.18,3.0,wtórny,3,,apartamentowiec,9.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,900 zł
ID4bjxn,635000.0,40.0,1.0,wtórny,2,1936.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,450 zł
ID4cvDV,4500000.0,303.0,5.0,wtórny,8,2012.0,apartamentowiec,8.0,cegła,miejskie,do wykończenia,pełna własność,,
ID4ct01,990000.0,60.4,3.0,wtórny,4,2020.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4amIq,2100000.0,144.0,4.0,wtórny,3,1998.0,apartamentowiec,8.0,beton,,,,plastikowe,
ID4d9S0,460000.0,31.0,2.0,wtórny,1,1974.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4bnDw,695000.0,46.2,3.0,wtórny,6,1967.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,,600 zł
ID4czY5,1100000.0,65.0,3.0,wtórny,7,2004.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 100 zł
ID4a70w,1488880.0,103.04,4.0,wtórny,2,,,8.0,,,,,,
ID4dmQX,540000.0,52.0,3.0,wtórny,1,1980.0,blok,11.0,beton,miejskie,do remontu,pełna własność,plastikowe,620 zł
ID477NT,850000.0,62.0,2.0,wtórny,5,1957.0,kamienica,5.0,cegła,miejskie,do zamieszkania,,plastikowe,
ID4bGVE,780000.0,49.0,2.0,wtórny,6,2020.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,,drewniane,
ID4aaVP,2155000.0,140.06,5.0,pierwotny,1,2020.0,apartamentowiec,2.0,,gazowe,,,,
ID4dlEu,499000.0,48.0,2.0,wtórny,2,,,4.0,,,,,,
ID4azJ0,1040340.0,50.0,2.0,wtórny,3,2019.0,apartamentowiec,6.0,cegła,miejskie,,pełna własność,aluminiowe,
ID4blLT,1490000.0,140.0,4.0,wtórny,3,1953.0,kamienica,4.0,cegła,gazowe,do zamieszkania,,,
ID4d9Sk,1020000.0,72.0,3.0,wtórny,4,2017.0,apartamentowiec,4.0,,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4blp1,585000.0,45.0,2.0,wtórny,1,1975.0,blok,12.0,,miejskie,do zamieszkania,pełna własność,,600 zł
ID4aRpK,1490000.0,140.0,4.0,wtórny,3,1953.0,kamienica,3.0,,gazowe,,spółdzielcze wł. z KW,drewniane,950 zł
ID3E2ek,1650000.0,135.0,4.0,wtórny,4,2000.0,apartamentowiec,6.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 250 zł
ID495Ea,1486975.0,84.97,3.0,pierwotny,3,2021.0,kamienica,4.0,,,do wykończenia,,,
ID4bvdC,589152.0,52.0,2.0,pierwotny,2,2022.0,blok,10.0,cegła,miejskie,,,plastikowe,
ID4cKiQ,599000.0,41.5,2.0,wtórny,3,1969.0,blok,12.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,500 zł
ID4cTlt,3250000.0,160.81,5.0,wtórny,1,2009.0,apartamentowiec,5.0,cegła,miejskie,do zamieszkania,,,
ID4cayJ,860000.0,63.02,3.0,wtórny,parter,2014.0,blok,5.0,,miejskie,do zamieszkania,pełna własność,,700 zł
ID4dcZe,1999000.0,144.0,4.0,wtórny,3,,apartamentowiec,8.0,,,do zamieszkania,pełna własność,,860 zł
ID4chyI,849000.0,75.23,3.0,wtórny,4,,,4.0,,,do zamieszkania,pełna własność,plastikowe,750 zł
ID4djZf,659000.0,48.47,2.0,wtórny,1,1962.0,,5.0,wielka płyta,miejskie,do zamieszkania,,plastikowe,
ID4cyiw,1990000.0,143.8,4.0,wtórny,3,1999.0,apartamentowiec,11.0,,,do zamieszkania,pełna własność,,860 zł
ID4cPk6,375000.0,28.0,2.0,wtórny,7,1978.0,,10.0,,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,399 zł
ID4bbIf,1500000.0,85.2,3.0,wtórny,1,,,7.0,,,,,,
ID47wQ0,640000.0,55.8,3.0,wtórny,7,1970.0,blok,10.0,inne,miejskie,do remontu,,,
ID4bG6e,2825328.0,160.53,4.0,pierwotny,parter,2020.0,,2.0,,,do wykończenia,,,
ID4c2bw,3490000.0,172.0,5.0,wtórny,2,,,2.0,,,do zamieszkania,,drewniane,
ID3ujHG,840000.0,42.0,2.0,wtórny,1,2006.0,apartamentowiec,10.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,330 zł
ID4cZy4,749000.0,52.0,2.0,wtórny,2,1936.0,kamienica,4.0,cegła,miejskie,,pełna własność,,
ID4d9Cb,1300000.0,57.0,2.0,wtórny,,,,,,,,,,
ID4bobj,897000.0,50.0,2.0,wtórny,3,,,6.0,,,,,,
ID4cVjx,595000.0,32.0,2.0,wtórny,5,2009.0,apartamentowiec,,,miejskie,do zamieszkania,,,257 zł
ID4dmQy,1450000.0,100.0,4.0,wtórny,2,2005.0,apartamentowiec,10.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 000 zł
ID4cj8Z,854000.0,68.0,3.0,wtórny,4,2020.0,apartamentowiec,4.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4bMoN,2272999.0,120.0,5.0,pierwotny,7,,blok,,,miejskie,,pełna własność,drewniane,
ID4cblU,820000.0,54.67,2.0,wtórny,10+,2008.0,apartamentowiec,16.0,,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4bJty,920000.0,70.22,3.0,wtórny,2,2007.0,blok,5.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID47O4x,1200000.0,68.8,3.0,wtórny,parter,2020.0,apartamentowiec,2.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,662 zł
ID4bXXI,961485.0,82.0,4.0,pierwotny,4,2022.0,blok,10.0,cegła,miejskie,,,plastikowe,
ID4cKno,10900000.0,400.0,7.0,wtórny,7,2005.0,apartamentowiec,7.0,,miejskie,do zamieszkania,,,
ID4aWzF,540000.0,50.0,3.0,wtórny,8,1977.0,blok,10.0,żelbet,miejskie,do zamieszkania,,plastikowe,
ID4d9Vm,980000.0,60.61,2.0,wtórny,3,1956.0,kamienica,3.0,cegła,miejskie,do zamieszkania,,,
ID4b9Qc,2190000.0,183.0,4.0,wtórny,parter,2001.0,apartamentowiec,4.0,,,,,,
ID4bIZF,710000.0,54.3,2.0,wtórny,parter,1967.0,kamienica,3.0,cegła,miejskie,do zamieszkania,spółdzielcze własnościowe,drewniane,486 zł
ID4dmzQ,529000.0,48.0,3.0,wtórny,parter,1973.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,,490 zł
ID4cXTK,514000.0,41.21,2.0,pierwotny,4,2021.0,blok,4.0,,miejskie,do wykończenia,pełna własność,plastikowe,
ID4cALe,912876.0,71.88,3.0,pierwotny,parter,2020.0,,,,,,,,
ID4afVf,975000.0,78.0,4.0,wtórny,1,,,8.0,,,,,,
ID4djMp,535000.0,42.03,2.0,wtórny,3,1958.0,kamienica,4.0,cegła,miejskie,do remontu,pełna własność,plastikowe,400 zł
ID4bIVp,1490000.0,76.0,3.0,wtórny,1,1966.0,kamienica,5.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4d5ku,3800000.0,193.0,5.0,wtórny,5,2006.0,apartamentowiec,5.0,,miejskie,,pełna własność,,
ID42Zwa,768600.0,51.24,2.0,wtórny,2,2009.0,apartamentowiec,9.0,,miejskie,,,,
ID4bOZU,619000.0,58.0,3.0,wtórny,4,1969.0,blok,4.0,,miejskie,do zamieszkania,,,
ID4aPbn,500000.0,53.2,3.0,wtórny,4,1972.0,blok,4.0,wielka płyta,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,660 zł
