id,Cena,Powierzchnia,Liczba pokoi,Rynek,Piętro,Rok budowy,Rodzaj zabudowy,Liczba pięter,Materiał budynku,Ogrzewanie,Stan wykończenia,Forma własności,Okna,Czynsz
ID4cWDh,870000.0,56.0,2.0,wtórny,9,2008.0,,16.0,,,,pełna własność,,560 zł
ID4cYC9,680000.0,53.0,2.0,wtórny,3,1995.0,blok,10.0,inne,miejskie,do zamieszkania,,plastikowe,800 zł
ID4cwsK,879000.0,65.56,3.0,wtórny,3,1950.0,kamienica,3.0,cegła,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,
ID4cmWK,649000.0,49.6,3.0,wtórny,7,1973.0,,15.0,inne,miejskie,do zamieszkania,,plastikowe,
ID4chzx,459000.0,37.9,2.0,wtórny,parter,1968.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,
ID4d2t6,2950288.0,167.63,4.0,pierwotny,parter,2022.0,blok,2.0,,,,,,
ID4dc5C,1389000.0,115.0,4.0,wtórny,2,2004.0,apartamentowiec,12.0,cegła,,,,,940 zł
ID4dmpq,599000.0,50.0,3.0,wtórny,8,1980.0,blok,10.0,,miejskie,do zamieszkania,pełna własność,,550 zł
ID4aBUP,920000.0,71.0,3.0,wtórny,2,2006.0,apartamentowiec,6.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,850 zł
ID4d4EP,890000.0,61.2,3.0,wtórny,3,2019.0,blok,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4cKtg,490000.0,51.8,3.0,wtórny,4,1974.0,blok,4.0,wielka płyta,miejskie,do remontu,pełna własność,,600 zł
ID4ahek,2140000.0,119.42,4.0,wtórny,7,2019.0,,7.0,,,do zamieszkania,,plastikowe,
ID4d3rQ,710000.0,51.1,3.0,wtórny,2,1974.0,blok,10.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,,650 zł
ID4bfmn,2782658.0,167.0,4.0,pierwotny,parter,,,2.0,,,,,,
ID44FmK,789000.0,51.1,3.0,wtórny,parter,,,,,,,,,
ID4bXr2,689000.0,48.0,2.0,wtórny,1,2016.0,blok,10.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,530 zł
ID4cwOU,429000.0,37.5,2.0,wtórny,parter,1969.0,blok,10.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,300 zł
ID483Ly,2140000.0,119.42,4.0,wtórny,7,2019.0,apartamentowiec,7.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,900 zł
ID46Xtf,6245370.0,231.31,5.0,pierwotny,2,2020.0,,3.0,,,,,,
ID4cdPV,655000.0,55.4,3.0,wtórny,2,1970.0,blok,3.0,,miejskie,,spółdzielcze własnościowe,plastikowe,560 zł
ID4d0G5,2264850.0,129.42,4.0,pierwotny,1,2020.0,apartamentowiec,2.0,,miejskie,,,,
ID4deaX,520000.0,39.0,1.0,wtórny,1,1952.0,,3.0,,,,spółdzielcze własnościowe,,460 zł
ID4chmN,385000.0,31.0,1.0,wtórny,10+,1975.0,,12.0,,,do zamieszkania,spółdzielcze własnościowe,plastikowe,320 zł
ID4dhXE,2500000.0,156.3,4.0,wtórny,2,,apartamentowiec,4.0,,gazowe,do zamieszkania,pełna własność,,1 800 zł
ID4cqwy,712000.0,39.6,2.0,wtórny,parter,2015.0,blok,4.0,beton komórkowy,miejskie,do zamieszkania,pełna własność,,500 zł
ID4dbdH,1264900.0,91.0,4.0,wtórny,1,1989.0,blok,4.0,żelbet,miejskie,do zamieszkania,spółdzielcze własnościowe,,890 zł
ID4d1ck,1290000.0,87.61,3.0,wtórny,5,2007.0,apartamentowiec,6.0,,miejskie,,pełna własność,drewniane,620 zł
ID4bwxW,6720000.0,224.0,5.0,wtórny,6,2020.0,apartamentowiec,6.0,,miejskie,do wykończenia,,,
ID4c605,799000.0,74.5,3.0,wtórny,3,1988.0,blok,4.0,beton komórkowy,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,
ID4dmfA,3017750.0,120.71,4.0,pierwotny,4,1936.0,kamienica,4.0,cegła,miejskie,do wykończenia,pełna własność,drewniane,1 200 zł
ID4cbBT,792000.0,64.31,3.0,wtórny,1,1972.0,blok,4.0,wielka płyta,miejskie,do zamieszkania,,,
ID4cwwj,379000.0,35.0,2.0,wtórny,5,1980.0,blok,12.0,inne,miejskie,do remontu,spółdzielcze własnościowe,,570 zł
ID42Aim,998000.0,51.35,2.0,wtórny,parter,2012.0,,5.0,,,,pełna własność,,
ID4ddFb,1149000.0,78.0,3.0,wtórny,,2014.0,,,,,,,,
ID4dgvz,2711632.0,154.07,5.0,pierwotny,1,,,2.0,,,,,,
ID4cCFQ,1250000.0,70.0,3.0,wtórny,5,2021.0,blok,6.0,,miejskie,do zamieszkania,pełna własność,plastikowe,700 zł
ID4d1L9,2711632.0,154.07,5.0,pierwotny,1,,,2.0,,,do wykończenia,,,
ID4aVpb,920000.0,71.0,3.0,wtórny,2,2010.0,apartamentowiec,7.0,cegła,,do zamieszkania,pełna własność,,
ID4cK0G,650000.0,51.7,3.0,wtórny,parter,1949.0,kamienica,5.0,cegła,miejskie,do remontu,pełna własność,plastikowe,580 zł
ID4dmH5,960000.0,50.0,2.0,wtórny,1,2020.0,apartamentowiec,2.0,,miejskie,,pełna własność,drewniane,
ID4cIFB,2205900.0,127.5,4.0,wtórny,2,1934.0,kamienica,3.0,cegła,miejskie,,spółdzielcze własnościowe,plastikowe,
ID4bZpd,724900.0,61.84,3.0,pierwotny,2,2022.0,apartamentowiec,11.0,,miejskie,do wykończenia,pełna własność,,550 zł
ID4bJV5,2190000.0,183.0,5.0,wtórny,parter,2001.0,apartamentowiec,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4b1KL,1560000.0,146.14,5.0,wtórny,2,2012.0,dom wolnostojący,2.0,cegła,,do zamieszkania,pełna własność,,663 zł
ID4axyg,1750000.0,120.0,4.0,wtórny,6,,apartamentowiec,6.0,,,,,,1 400 zł
ID4cww1,379000.0,35.0,1.0,wtórny,5,1980.0,blok,12.0,inne,miejskie,do remontu,,,570 zł
ID46ZFC,1358000.0,102.2,3.0,wtórny,2,2017.0,apartamentowiec,7.0,cegła,miejskie,,pełna własność,drewniane,
ID4ciqT,1680000.0,99.0,3.0,wtórny,5,2008.0,apartamentowiec,10.0,inne,miejskie,do zamieszkania,,drewniane,
ID48yyz,2600000.0,148.0,5.0,wtórny,1,2020.0,apartamentowiec,6.0,,miejskie,,,drewniane,
ID4cYIY,1065300.0,67.0,3.0,wtórny,1,1950.0,kamienica,5.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4bFRo,625000.0,37.0,2.0,wtórny,2,2020.0,,2.0,,,,,,
ID4cRSh,635000.0,47.4,3.0,wtórny,1,1972.0,blok,4.0,cegła,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,
ID48RAr,800000.0,62.0,3.0,wtórny,1,2003.0,apartamentowiec,13.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,
ID4b9d9,490000.0,33.48,1.0,wtórny,4,1948.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,257 zł
ID4d60j,950000.0,61.4,3.0,wtórny,3,1952.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4cN8S,1900000.0,72.27,3.0,wtórny,1,2015.0,apartamentowiec,9.0,,,,,,750 zł
ID4di4V,489000.0,42.0,2.0,wtórny,2,1973.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,630 zł
ID4dd37,599000.0,43.2,2.0,wtórny,3,1969.0,blok,11.0,żelbet,miejskie,do zamieszkania,pełna własność,,550 zł
ID4bF0w,1530000.0,69.0,3.0,wtórny,1,2009.0,apartamentowiec,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,950 zł
ID4cEBc,990000.0,74.0,3.0,wtórny,parter,2009.0,apartamentowiec,,,miejskie,do zamieszkania,pełna własność,,700 zł
ID4aaDN,2555284.0,155.81,4.0,pierwotny,1,2020.0,,2.0,,,do wykończenia,,,
ID4cUzn,934999.0,74.0,3.0,wtórny,2,2020.0,apartamentowiec,8.0,,miejskie,,,plastikowe,
ID4d3Sw,485000.0,42.0,2.0,wtórny,6,1976.0,,10.0,,,,,,
ID4c3Z9,1409318.0,70.82,2.0,wtórny,parter,2016.0,,3.0,,,,pełna własność,,
ID4cZKP,369000.0,31.0,1.0,wtórny,10+,1976.0,blok,11.0,wielka płyta,miejskie,do zamieszkania,,,
ID4dc8s,599000.0,43.6,2.0,wtórny,3,1969.0,,12.0,,,do zamieszkania,pełna własność,,550 zł
ID4dal4,569000.0,57.6,3.0,wtórny,10+,1975.0,blok,15.0,wielka płyta,,do remontu,pełna własność,,
ID4aWsR,699000.0,54.3,2.0,wtórny,parter,1967.0,kamienica,4.0,cegła,miejskie,do remontu,spółdzielcze własnościowe,drewniane,480 zł
ID4akdv,5708000.0,303.0,5.0,wtórny,8,2012.0,apartamentowiec,8.0,,miejskie,,pełna własność,,3 000 zł
ID4djxz,428000.0,39.0,2.0,wtórny,9,1980.0,blok,10.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,450 zł
ID4daLD,1570048.0,122.66,4.0,pierwotny,1,,apartamentowiec,2.0,inne,,do wykończenia,,,
ID45QaG,550000.0,58.8,3.0,wtórny,parter,1972.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,pełna własność,plastikowe,700 zł
ID4c6uc,463000.0,37.0,2.0,wtórny,3,1968.0,blok,4.0,inne,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,450 zł
ID4cVxL,643066.0,47.99,3.0,pierwotny,5,,apartamentowiec,,inne,,do zamieszkania,,,
ID4d9So,580000.0,42.0,2.0,wtórny,1,1974.0,blok,10.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,500 zł
ID49PIn,760000.0,58.0,2.0,wtórny,5,2005.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4cSyi,1200000.0,75.0,3.0,wtórny,1,2008.0,apartamentowiec,10.0,cegła,miejskie,do zamieszkania,pełna własność,,1 000 zł
ID4d3AM,2555284.0,155.81,4.0,pierwotny,1,4.0,apartamentowiec,2.0,,miejskie,,,,
ID4cFNn,1055000.0,160.0,8.0,wtórny,parter,,blok,4.0,cegła,miejskie,do zamieszkania,,plastikowe,
ID4cBK5,529000.0,36.0,2.0,wtórny,2,1956.0,kamienica,4.0,cegła,miejskie,,pełna własność,,
ID4d17H,1220000.0,76.5,3.0,wtórny,1,1964.0,kamienica,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,596 zł
ID4cUVs,890000.0,61.2,3.0,wtórny,3,2019.0,apartamentowiec,6.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4cMjX,759000.0,54.4,2.0,wtórny,3,2018.0,,6.0,,,do zamieszkania,pełna własność,drewniane,780 zł
ID4cg46,2030870.0,138.52,5.0,wtórny,1,2021.0,apartamentowiec,2.0,cegła,miejskie,do wykończenia,pełna własność,,
ID4cvFK,429000.0,38.0,2.0,wtórny,parter,1967.0,blok,10.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4cRF7,650000.0,47.4,3.0,wtórny,1,1972.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,,500 zł
ID4djsR,989000.0,70.0,3.0,wtórny,9,2000.0,blok,11.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID492yM,2000000.0,135.0,3.0,wtórny,4,1954.0,,4.0,,,do zamieszkania,pełna własność,,
ID4dkYX,726180.0,49.4,2.0,wtórny,1,2001.0,blok,11.0,,miejskie,do zamieszkania,pełna własność,drewniane,800 zł
ID4aF6b,1440000.0,93.0,4.0,pierwotny,2,2021.0,apartamentowiec,2.0,cegła,miejskie,,pełna własność,plastikowe,
ID4dlBo,1670000.0,94.0,4.0,pierwotny,2,2021.0,blok,2.0,,miejskie,,pełna własność,plastikowe,
ID4bIhr,1990000.0,106.29,3.0,wtórny,4,2006.0,apartamentowiec,5.0,pustak,miejskie,do wykończenia,pełna własność,drewniane,
ID4d8Ns,1770000.0,101.26,4.0,wtórny,parter,2017.0,apartamentowiec,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID49UsK,2397000.0,141.0,4.0,wtórny,6,2010.0,apartamentowiec,9.0,,,,,,
ID4aVNn,980000.0,60.61,2.0,wtórny,3,1956.0,kamienica,3.0,cegła,miejskie,do zamieszkania,,,
ID4djcz,1299000.0,108.0,4.0,wtórny,2,1997.0,blok,12.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4cjVQ,994000.0,70.64,2.0,wtórny,6,2001.0,blok,11.0,cegła,miejskie,do wykończenia,pełna własność,plastikowe,
ID4dmZT,2603000.0,160.0,4.0,pierwotny,1,2022.0,apartamentowiec,2.0,silikat,miejskie,do wykończenia,,,
ID47oXj,1055000.0,78.0,4.0,wtórny,1,2020.0,apartamentowiec,6.0,,,,,,
ID47kbk,825000.0,62.3,3.0,wtórny,3,2015.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,,drewniane,
ID4cKcz,857800.0,62.0,3.0,pierwotny,6,,blok,11.0,,miejskie,,pełna własność,drewniane,
ID46lky,749000.0,52.05,2.0,wtórny,2,1936.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,650 zł
ID4cC5L,616741.0,39.0,2.0,pierwotny,1,2022.0,apartamentowiec,2.0,,miejskie,,pełna własność,drewniane,
ID4dmGL,4115000.0,170.59,5.0,wtórny,2,2020.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,drewniane,1 800 zł
ID47msv,995000.0,70.25,2.0,wtórny,2,1952.0,,3.0,cegła,,do zamieszkania,pełna własność,,
ID4dilc,1105000.0,69.12,3.0,wtórny,5,2010.0,,9.0,,,,,,
ID47Cfm,1799000.0,119.36,4.0,wtórny,1,,,4.0,,,,,,
ID4d5Tq,345000.0,23.0,1.0,wtórny,1,,,4.0,,,,,,
ID4deaS,1450000.0,93.3,2.0,wtórny,2,2020.0,,3.0,,,,,,
ID4d8SK,3700000.0,185.0,4.0,wtórny,3,1993.0,apartamentowiec,5.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,
ID4d8QR,595000.0,53.0,3.0,wtórny,parter,1976.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,660 zł
ID4dbZd,325000.0,23.48,1.0,wtórny,3,1965.0,,4.0,,,do zamieszkania,pełna własność,,403 zł
ID47Cx1,760000.0,56.0,2.0,wtórny,parter,1950.0,kamienica,3.0,cegła,,do zamieszkania,pełna własność,,630 zł
ID42BDf,998000.0,51.35,2.0,wtórny,parter,2012.0,apartamentowiec,5.0,,miejskie,,pełna własność,,
ID4d9gf,728000.0,56.29,2.0,wtórny,2,1996.0,,5.0,cegła,miejskie,,,plastikowe,620 zł
ID4ayB3,774900.0,80.0,1.0,pierwotny,1,,blok,,,inne,,,,
ID4a0SZ,685000.0,54.3,2.0,wtórny,parter,1952.0,blok,4.0,,miejskie,,spółdzielcze własnościowe,,486 zł
ID46VC4,2900000.0,281.3,5.0,wtórny,5,2004.0,apartamentowiec,6.0,cegła,,,,,
ID462uG,8500000.0,506.0,9.0,wtórny,1,2006.0,dom wolnostojący,2.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4cfTH,638000.0,56.8,3.0,wtórny,10+,,,15.0,,,,,,
ID4dhzw,777777.0,52.0,2.0,wtórny,3,1939.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4dj2U,400000.0,62.0,2.0,pierwotny,4,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4cnrW,2150000.0,166.66,5.0,wtórny,6,2018.0,apartamentowiec,6.0,,miejskie,do wykończenia,pełna własność,drewniane,
ID4cRgJ,850000.0,53.0,2.0,wtórny,2,1996.0,,4.0,cegła,,do zamieszkania,spółdzielcze wł. z KW,,
ID4cgrt,530000.0,36.0,2.0,wtórny,2,1956.0,kamienica,4.0,cegła,miejskie,do zamieszkania,,plastikowe,
ID4cZTz,798000.0,76.0,3.0,wtórny,2,,blok,2.0,żelbet,miejskie,do remontu,pełna własność,,650 zł
ID46x10,1600000.0,78.0,3.0,wtórny,1,2019.0,apartamentowiec,,,,do zamieszkania,,drewniane,
ID4bHT3,1290000.0,90.0,3.0,wtórny,1,2012.0,,3.0,,,,pełna własność,,
ID4dl6g,863000.0,50.5,2.0,wtórny,1,2020.0,blok,6.0,beton komórkowy,miejskie,,pełna własność,plastikowe,465 zł
ID4d8ZZ,687000.0,52.5,2.0,wtórny,1,2010.0,blok,4.0,inne,miejskie,do zamieszkania,spółdzielcze wł. z KW,drewniane,380 zł
ID4ctmw,585000.0,49.0,2.0,wtórny,1,1956.0,,4.0,,,,pełna własność,plastikowe,490 zł
ID4diy7,639000.0,64.0,4.0,wtórny,6,1975.0,blok,10.0,wielka płyta,miejskie,,,plastikowe,
ID4cFOh,1850000.0,160.0,5.0,wtórny,3,2012.0,apartamentowiec,5.0,żelbet,miejskie,do zamieszkania,,drewniane,1 460 zł
ID4ddLg,1400000.0,86.92,4.0,wtórny,3,2004.0,blok,5.0,cegła,miejskie,do remontu,pełna własność,plastikowe,900 zł
ID4aLn4,1050000.0,92.0,3.0,wtórny,5,2009.0,apartamentowiec,14.0,cegła,,,pełna własność,,
ID4dlfN,580000.0,56.0,3.0,wtórny,4,1970.0,blok,10.0,,miejskie,,,plastikowe,600 zł
ID4a737,2300000.0,110.08,4.0,pierwotny,parter,2019.0,apartamentowiec,4.0,inne,miejskie,do wykończenia,pełna własność,,
ID4d1Tv,799800.0,61.84,3.0,pierwotny,3,2022.0,apartamentowiec,11.0,,miejskie,do wykończenia,pełna własność,,600 zł
ID4bPh8,599000.0,48.0,2.0,wtórny,9,1976.0,blok,12.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,469 zł
ID4dm29,1005600.0,62.44,3.0,pierwotny,1,2022.0,apartamentowiec,8.0,,miejskie,do zamieszkania,pełna własność,,600 zł
ID4dgNn,500000.0,50.0,2.0,pierwotny,3,,apartamentowiec,4.0,,miejskie,,pełna własność,plastikowe,
ID4cZDr,433000.0,31.0,1.0,wtórny,4,,blok,10.0,,,,,,350 zł
ID4bWo1,3650000.0,137.26,2.0,wtórny,2,,,3.0,,,,,,
ID4c9Ye,3100000.0,146.0,5.0,wtórny,1,1921.0,kamienica,2.0,cegła,gazowe,,pełna własność,,
ID4dk1n,1170000.0,77.9,3.0,wtórny,parter,2009.0,,4.0,cegła,,do zamieszkania,pełna własność,,920 zł
ID4dfJk,702170.0,55.98,3.0,pierwotny,1,2022.0,apartamentowiec,2.0,,miejskie,do wykończenia,pełna własność,plastikowe,
ID4dkq4,890000.0,49.0,2.0,wtórny,3,2018.0,,7.0,,,,,,
ID4deaF,599000.0,44.0,2.0,wtórny,3,1969.0,,,,,,pełna własność,,550 zł
ID4bCWu,950000.0,77.2,3.0,wtórny,2,2010.0,blok,7.0,cegła,miejskie,do zamieszkania,,,
ID4d6V6,5500000.0,297.0,6.0,wtórny,1,2010.0,apartamentowiec,3.0,cegła,miejskie,,pełna własność,,2 200 zł
ID4ddIU,799000.0,60.0,2.0,wtórny,6,1961.0,blok,7.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,650 zł
ID4ctfJ,2370000.0,220.0,5.0,wtórny,2,1995.0,blok,4.0,cegła,gazowe,,pełna własność,drewniane,656 zł
ID4d4Rx,649000.0,64.0,4.0,wtórny,3,1975.0,blok,3.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,800 zł
ID4cFdU,767625.0,61.41,2.0,wtórny,1,,apartamentowiec,,,miejskie,,,plastikowe,
ID4dl3u,1110000.0,67.1,3.0,wtórny,3,2020.0,apartamentowiec,6.0,,miejskie,do zamieszkania,pełna własność,drewniane,670 zł
ID4cxgL,349000.0,20.0,1.0,wtórny,4,1956.0,kamienica,6.0,cegła,miejskie,do zamieszkania,pełna własność,,200 zł
ID4cOxH,3700000.0,185.0,4.0,wtórny,3,1998.0,kamienica,6.0,,,,,,
ID4cnRb,1897824.0,119.36,4.0,pierwotny,1,2021.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze wł. z KW,,
ID4d5dL,862500.0,67.6,3.0,wtórny,1,2009.0,,9.0,cegła,,do zamieszkania,pełna własność,drewniane,1 100 zł
ID4b8Hn,920000.0,67.0,3.0,wtórny,1,1981.0,blok,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,767 zł
ID44JIT,1057000.0,86.0,3.0,wtórny,2,2020.0,apartamentowiec,5.0,silikat,miejskie,,pełna własność,drewniane,
ID4dcr9,382000.0,30.0,1.0,wtórny,10+,1980.0,blok,15.0,żelbet,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,300 zł
ID4dfAv,595000.0,57.0,3.0,wtórny,parter,1977.0,blok,15.0,wielka płyta,miejskie,do remontu,spółdzielcze wł. z KW,plastikowe,
ID4bAfO,990000.0,51.0,2.0,wtórny,6,2009.0,apartamentowiec,8.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,540 zł
ID4bm5y,796000.0,47.11,2.0,wtórny,3,2020.0,apartamentowiec,6.0,,,,pełna własność,,
ID4a9V0,699000.0,55.0,2.0,wtórny,parter,1970.0,blok,3.0,cegła,miejskie,do zamieszkania,spółdzielcze wł. z KW,plastikowe,490 zł
ID4d7GG,465000.0,46.69,2.0,wtórny,1,1968.0,blok,4.0,wielka płyta,miejskie,do remontu,pełna własność,plastikowe,480 zł
ID4dk39,649900.0,47.69,3.0,wtórny,6,1967.0,blok,10.0,inne,miejskie,do zamieszkania,,plastikowe,500 zł
ID4d1ZL,599000.0,49.0,4.0,wtórny,2,1950.0,blok,4.0,,miejskie,do zamieszkania,spółdzielcze własnościowe,plastikowe,400 zł
ID49a89,340000.0,31.0,1.0,wtórny,10+,1976.0,blok,11.0,,miejskie,do zamieszkania,pełna własność,plastikowe,300 zł
ID48qpR,2140000.0,119.42,4.0,wtórny,7,2019.0,apartamentowiec,7.0,cegła,miejskie,do zamieszkania,,plastikowe,900 zł
ID4bOO1,2411000.0,121.67,4.0,pierwotny,6,,,11.0,,,,pełna własność,,
ID4aNVq,489900.0,46.1,3.0,wtórny,parter,1965.0,,4.0,,,do remontu,pełna własność,,
ID4bm94,349000.0,20.0,1.0,wtórny,4,1956.0,,6.0,,,do zamieszkania,pełna własność,drewniane,200 zł
ID4biB2,850000.0,48.0,2.0,wtórny,10,2016.0,blok,10.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,700 zł
ID4d3l3,520000.0,39.0,1.0,wtórny,1,,blok,3.0,,,,,,480 zł
ID4d14B,2550000.0,118.5,3.0,wtórny,1,2009.0,blok,3.0,cegła,,do zamieszkania,pełna własność,,
ID41x7b,975000.0,84.2,4.0,wtórny,parter,2007.0,apartamentowiec,5.0,,miejskie,do zamieszkania,pełna własność,,750 zł
ID4btRW,1440000.0,86.3,4.0,wtórny,2,2018.0,apartamentowiec,,,miejskie,,,drewniane,950 zł
ID4bKwr,328000.0,18.0,1.0,wtórny,3,1966.0,blok,8.0,wielka płyta,miejskie,do remontu,spółdzielcze własnościowe,plastikowe,
ID4bELf,2526000.0,128.0,4.0,pierwotny,6,2021.0,dom wolnostojący,8.0,,miejskie,,pełna własność,drewniane,
ID4dhlR,560000.0,33.0,2.0,wtórny,3,2021.0,,4.0,,miejskie,do zamieszkania,,plastikowe,320 zł
ID4cQaW,499000.0,52.13,3.0,wtórny,5,1978.0,blok,12.0,,miejskie,do zamieszkania,pełna własność,plastikowe,600 zł
ID4csKm,798000.0,43.5,2.0,wtórny,1,1950.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,460 zł
ID4dewv,4600000.0,170.0,4.0,wtórny,3,1939.0,kamienica,4.0,,miejskie,,pełna własność,drewniane,
ID4cCqY,490000.0,33.48,1.0,wtórny,4,1965.0,blok,,cegła,miejskie,do zamieszkania,,drewniane,247 zł
ID4djdQ,930000.0,44.63,2.0,wtórny,parter,1935.0,kamienica,4.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,
ID4a21C,3250000.0,160.0,5.0,wtórny,1,2009.0,blok,5.0,cegła,miejskie,do zamieszkania,pełna własność,plastikowe,1 850 zł
ID4a2Oe,1250000.0,117.0,3.0,wtórny,1,2000.0,apartamentowiec,2.0,cegła,gazowe,do zamieszkania,pełna własność,drewniane,850 zł
ID4d8GW,960000.0,50.14,2.0,wtórny,6,2005.0,apartamentowiec,6.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,
ID4dcfK,433000.0,31.0,1.0,wtórny,4,1975.0,blok,12.0,wielka płyta,miejskie,do wykończenia,spółdzielcze wł. z KW,plastikowe,
ID46cbM,575000.0,48.86,2.0,wtórny,3,2003.0,blok,4.0,,miejskie,do zamieszkania,pełna własność,,
ID4d9Cr,1900000.0,83.0,3.0,wtórny,,,,,,,,,,
ID46bFh,4500000.0,303.0,4.0,wtórny,8,2012.0,apartamentowiec,8.0,pustak,miejskie,do wykończenia,,,
ID4bXCy,3800000.0,193.0,5.0,wtórny,5,2005.0,apartamentowiec,5.0,,miejskie,,,drewniane,
ID4c3Hm,448000.0,29.0,1.0,pierwotny,10,,blok,10.0,cegła,miejskie,,pełna własność,plastikowe,
ID46IPo,2048000.0,128.0,3.0,wtórny,8,2009.0,apartamentowiec,10.0,inne,miejskie,,,,
ID3Eus8,2309580.0,128.31,4.0,wtórny,8,2009.0,apartamentowiec,9.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,1 300 zł
ID4cXM9,470000.0,38.9,2.0,wtórny,2,1963.0,blok,8.0,beton komórkowy,miejskie,do remontu,pełna własność,plastikowe,500 zł
ID4diOi,650000.0,51.7,3.0,wtórny,parter,1956.0,kamienica,5.0,cegła,,do remontu,pełna własność,plastikowe,580 zł
ID4c4HZ,495000.0,31.0,1.0,wtórny,10+,2008.0,blok,15.0,żelbet,miejskie,do zamieszkania,pełna własność,drewniane,
ID4aq5M,780000.0,49.08,2.0,wtórny,7,2020.0,blok,7.0,żelbet,miejskie,do zamieszkania,pełna własność,plastikowe,500 zł
ID4c7Vm,1990000.0,143.8,4.0,wtórny,3,2000.0,,8.0,,,do zamieszkania,pełna własność,plastikowe,986 zł
ID4dhgz,1299000.0,108.0,4.0,wtórny,3,2008.0,apartamentowiec,6.0,,,,,,1 300 zł
ID4bPPi,1390000.0,77.36,4.0,wtórny,3,2010.0,apartamentowiec,5.0,inne,miejskie,do zamieszkania,pełna własność,drewniane,650 zł
ID4ctkZ,399000.0,30.9,1.0,wtórny,6,1976.0,blok,10.0,wielka płyta,miejskie,do zamieszkania,spółdzielcze własnościowe,,258 zł
ID4d7Mi,736190.0,56.63,3.0,wtórny,3,1958.0,kamienica,,,,do remontu,,,"743,89 zł"
ID4bKPl,1299900.0,84.06,3.0,wtórny,4,2008.0,blok,4.0,cegła,miejskie,do zamieszkania,pełna własność,drewniane,
ID4deNO,468000.0,36.0,2.0,wtórny,2,1964.0,blok,4.0,inne,miejskie,do zamieszkania,pełna własność,plastikowe,400 zł
ID4cItm,450000.0,23.95,1.0,wtórny,2,1960.0,blok,6.0,cegła,miejskie,,pełna własność,plastikowe,231 zł
ID4d5YT,445000.0,37.4,2.0,wtórny,3,1960.0,,3.0,,,,pełna własność,,
ID4csLS,764000.0,40.0,2.0,wtórny,10,2007.0,apartamentowiec,13.0,cegła,miejskie,,pełna własność,,
